<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.02.16	08:00:00	1837.01	1844.81	1834.26	1835.62	20956	0	4
2023.02.16	12:00:00	1835.55	1840.40	1827.70	1830.86	25551	0	4
2023.02.16	16:00:00	1830.87	1843.90	1827.64	1842.40	45823	0	5
2023.02.16	20:00:00	1842.44	1845.30	1835.89	1836.43	20245	0	6
2023.02.17	00:00:00	1836.43	1836.66	1828.93	1829.00	9996	0	5
2023.02.17	04:00:00	1828.99	1830.60	1823.97	1827.58	13387	0	3
2023.02.17	08:00:00	1827.57	1828.21	1818.90	1825.93	22951	0	5
2023.02.17	12:00:00	1825.93	1830.36	1821.84	1827.70	23588	0	6
2023.02.17	16:00:00	1827.69	1842.81	1822.69	1840.86	45259	0	6
2023.02.17	20:00:00	1840.87	1843.60	1840.24	1842.54	15136	0	6
2023.02.20	00:00:00	1840.89	1841.75	1837.29	1840.38	8788	0	2
2023.02.20	04:00:00	1840.32	1844.86	1839.46	1844.50	11446	0	5
2023.02.20	08:00:00	1844.50	1847.48	1841.11	1843.93	16963	0	5
2023.02.20	12:00:00	1843.94	1846.87	1842.59	1846.41	15322	0	4
2023.02.20	16:00:00	1846.42	1847.06	1840.75	1840.85	14197	0	4
2023.02.20	20:00:00	1840.78	1841.59	1840.46	1841.26	1647	0	0
2023.02.21	00:00:00	1841.44	1843.75	1840.04	1842.32	8535	0	6
2023.02.21	04:00:00	1842.29	1843.41	1837.09	1839.72	12993	0	5
2023.02.21	08:00:00	1839.72	1839.77	1831.08	1835.53	24914	0	4
2023.02.21	12:00:00	1835.52	1837.13	1830.23	1836.82	21931	0	1
2023.02.21	16:00:00	1836.80	1843.84	1832.15	1836.83	44542	0	4
2023.02.21	20:00:00	1836.78	1837.46	1831.73	1834.87	14490	0	5
2023.02.22	00:00:00	1834.74	1838.45	1834.39	1836.29	10089	0	8
2023.02.22	04:00:00	1836.20	1837.53	1834.66	1836.98	10713	0	5
2023.02.22	08:00:00	1836.98	1841.22	1832.89	1833.98	20001	0	6
2023.02.22	12:00:00	1833.97	1846.03	1832.10	1838.60	27473	0	5
2023.02.22	16:00:00	1838.53	1839.10	1830.71	1833.20	39000	0	5
2023.02.22	20:00:00	1833.20	1834.27	1823.55	1825.20	27791	0	4
2023.02.23	00:00:00	1825.76	1828.83	1823.16	1827.73	8462	0	6
2023.02.23	04:00:00	1827.73	1830.49	1826.36	1828.96	11266	0	5
2023.02.23	08:00:00	1828.96	1833.78	1825.67	1826.31	18849	0	5
2023.02.23	12:00:00	1826.33	1828.52	1817.46	1825.56	24733	0	4
2023.02.23	16:00:00	1825.56	1830.16	1818.49	1821.31	44110	0	6
2023.02.23	20:00:00	1821.29	1824.20	1819.20	1822.27	15429	0	5
2023.02.24	00:00:00	1822.47	1827.15	1822.00	1826.03	13052	0	0
2023.02.24	04:00:00	1825.99	1827.82	1824.04	1824.60	12729	0	5
2023.02.24	08:00:00	1824.60	1826.33	1819.74	1821.55	20460	0	5
2023.02.24	12:00:00	1821.51	1824.23	1811.70	1815.66	29499	0	6
2023.02.24	16:00:00	1815.67	1815.99	1808.93	1809.93	44089	0	7
2023.02.24	20:00:00	1809.93	1813.47	1808.95	1810.82	15307	0	5
2023.02.27	00:00:00	1812.62	1814.26	1810.33	1813.92	10169	0	6
2023.02.27	04:00:00	1813.92	1814.00	1806.69	1808.67	13463	0	4
2023.02.27	08:00:00	1808.68	1813.73	1807.18	1808.44	20348	0	5
2023.02.27	12:00:00	1808.48	1816.33	1808.29	1814.61	22451	0	0
2023.02.27	16:00:00	1814.61	1820.14	1812.62	1818.67	34263	0	0
2023.02.27	20:00:00	1818.69	1820.18	1815.99	1817.25	14440	0	5
2023.02.28	00:00:00	1817.16	1818.15	1815.43	1817.26	6262	0	7
2023.02.28	04:00:00	1817.26	1819.45	1812.23	1813.35	10285	0	5
2023.02.28	08:00:00	1813.35	1816.98	1804.69	1810.36	21617	0	6
2023.02.28	12:00:00	1810.38	1814.26	1807.29	1814.07	20259	0	6
2023.02.28	16:00:00	1814.02	1831.18	1813.02	1829.30	40036	0	0
2023.02.28	20:00:00	1829.31	1830.83	1826.27	1826.50	16139	0	0
2023.03.01	00:00:00	1826.61	1829.47	1823.08	1829.16	8441	0	3
2023.03.01	04:00:00	1829.14	1832.71	1827.40	1831.16	11713	0	5
2023.03.01	08:00:00	1831.16	1838.04	1830.42	1831.72	23004	0	5
2023.03.01	12:00:00	1831.72	1841.70	1830.81	1837.25	24770	0	5
2023.03.01	16:00:00	1837.27	1844.55	1833.45	1837.19	42952	0	6
2023.03.01	20:00:00	1837.25	1839.13	1836.50	1836.56	13343	0	1
2023.03.02	00:00:00	1837.16	1838.46	1831.05	1833.10	9181	0	5
2023.03.02	04:00:00	1833.12	1835.98	1832.25	1833.55	10648	0	5
2023.03.02	08:00:00	1833.55	1835.24	1829.99	1831.96	20283	0	5
2023.03.02	12:00:00	1831.94	1837.61	1830.08	1832.33	25840	0	6
2023.03.02	16:00:00	1832.32	1839.01	1832.03	1833.76	34113	0	6
2023.03.02	20:00:00	1833.76	1838.12	1832.86	1835.60	15312	0	6
2023.03.03	00:00:00	1836.22	1841.51	1836.07	1838.77	9283	0	7
2023.03.03	04:00:00	1838.77	1841.09	1837.88	1839.06	9911	0	6
2023.03.03	08:00:00	1839.09	1847.38	1838.91	1845.81	18456	0	6
2023.03.03	12:00:00	1845.94	1849.27	1844.54	1846.96	20723	0	6
2023.03.03	16:00:00	1846.96	1848.30	1839.05	1847.35	37867	0	6
2023.03.03	20:00:00	1847.36	1856.32	1846.60	1855.30	18636	0	7
2023.03.06	00:00:00	1854.20	1854.52	1850.81	1852.70	8196	0	8
2023.03.06	04:00:00	1852.67	1856.47	1851.03	1854.27	11057	0	5
2023.03.06	08:00:00	1854.27	1858.27	1850.65	1851.39	18656	0	6
2023.03.06	12:00:00	1851.42	1853.23	1847.25	1851.53	21311	0	0
2023.03.06	16:00:00	1851.54	1854.01	1848.43	1850.44	32971	0	6
2023.03.06	20:00:00	1850.42	1850.43	1845.12	1846.61	14984	0	0
2023.03.07	00:00:00	1846.40	1848.49	1844.06	1847.89	6939	0	5
2023.03.07	04:00:00	1847.89	1850.48	1846.59	1847.43	10343	0	1
2023.03.07	08:00:00	1847.45	1851.66	1843.40	1843.76	17288	0	4
2023.03.07	12:00:00	1843.77	1844.32	1833.42	1835.45	21890	0	5
2023.03.07	16:00:00	1835.48	1835.56	1815.66	1817.05	55974	0	1
2023.03.07	20:00:00	1817.06	1818.14	1812.69	1813.05	21954	0	6
2023.03.08	00:00:00	1813.94	1814.45	1811.37	1812.37	8829	0	0
2023.03.08	04:00:00	1812.34	1813.00	1809.41	1812.13	11152	0	5
2023.03.08	08:00:00	1812.13	1815.33	1811.46	1813.79	16687	0	4
2023.03.08	12:00:00	1813.74	1816.67	1812.21	1813.68	22389	0	5
2023.03.08	16:00:00	1813.68	1824.30	1813.00	1815.65	46280	0	3
2023.03.08	20:00:00	1815.65	1816.40	1812.94	1813.72	17170	0	7
2023.03.09	00:00:00	1814.14	1816.50	1812.19	1812.36	7453	0	4
2023.03.09	04:00:00	1812.36	1816.06	1811.94	1815.08	8804	0	6
2023.03.09	08:00:00	1815.10	1819.13	1812.79	1817.03	16463	0	6
2023.03.09	12:00:00	1817.14	1825.34	1815.43	1825.17	21728	0	7
2023.03.09	16:00:00	1825.18	1835.68	1823.96	1829.30	43207	0	3
2023.03.09	20:00:00	1829.30	1835.07	1828.22	1830.77	29178	0	8
2023.03.10	00:00:00	1831.38	1834.86	1830.14	1831.06	11458	0	6
2023.03.10	04:00:00	1831.06	1833.25	1827.75	1831.10	16976	0	0
2023.03.10	08:00:00	1831.07	1837.35	1830.21	1831.65	23898	0	5
2023.03.10	12:00:00	1831.67	1845.02	1830.94	1842.51	33376	0	5
2023.03.10	16:00:00	1842.50	1867.40	1839.95	1864.28	71728	0	0
2023.03.10	20:00:00	1864.28	1870.18	1860.86	1867.15	31729	0	7
2023.03.13	00:00:00	1886.16	1894.36	1872.19	1873.09	32254	0	5
2023.03.13	04:00:00	1873.06	1888.86	1872.50	1877.97	23385	0	5
2023.03.13	08:00:00	1877.96	1893.88	1871.55	1886.03	40921	0	0
2023.03.13	12:00:00	1886.03	1909.81	1880.90	1896.71	69915	0	1
2023.03.13	16:00:00	1896.71	1913.11	1896.35	1909.85	64041	0	6
2023.03.13	20:00:00	1909.81	1914.62	1907.97	1913.56	22395	0	3
2023.03.14	00:00:00	1912.32	1914.15	1905.40	1906.17	14433	0	5
2023.03.14	04:00:00	1906.17	1908.00	1901.51	1904.16	14727	0	5
2023.03.14	08:00:00	1904.15	1913.57	1900.77	1901.27	39944	0	5
2023.03.14	12:00:00	1901.28	1911.99	1895.42	1902.37	52471	0	5
2023.03.14	16:00:00	1902.38	1910.27	1900.20	1906.77	47768	0	0
2023.03.14	20:00:00	1906.78	1909.81	1902.28	1903.86	22395	0	4
2023.03.15	00:00:00	1904.54	1905.18	1899.95	1903.73	11015	0	4
2023.03.15	04:00:00	1903.73	1905.66	1899.19	1900.13	12931	0	5
2023.03.15	08:00:00	1900.13	1902.43	1885.75	1896.39	31842	0	5
2023.03.15	12:00:00	1896.33	1930.39	1896.25	1926.11	68229	0	0
2023.03.15	16:00:00	1926.12	1937.36	1917.53	1924.40	59051	0	0
2023.03.15	20:00:00	1924.40	1926.34	1908.90	1918.01	26441	0	5
2023.03.16	00:00:00	1919.30	1924.41	1907.58	1911.10	21418	0	3
2023.03.16	04:00:00	1911.10	1920.31	1909.46	1920.00	18060	0	6
2023.03.16	08:00:00	1920.00	1922.57	1912.44	1921.83	30156	0	5
2023.03.16	12:00:00	1921.91	1933.51	1918.68	1923.74	44832	0	2
2023.03.16	16:00:00	1923.74	1932.38	1913.36	1916.26	63142	0	4
2023.03.16	20:00:00	1916.18	1921.18	1916.14	1919.34	16798	0	1
2023.03.17	00:00:00	1919.46	1922.82	1918.26	1922.81	10768	0	6
2023.03.17	04:00:00	1922.80	1932.90	1922.12	1929.52	14541	0	4
2023.03.17	08:00:00	1929.52	1934.38	1927.32	1932.25	23370	0	6
2023.03.17	12:00:00	1932.35	1952.12	1929.27	1950.68	41430	0	2
2023.03.17	16:00:00	1950.69	1975.21	1949.79	1972.85	57349	0	5
2023.03.17	20:00:00	1972.81	1988.17	1970.39	1988.17	30670	0	3
2023.03.20	00:00:00	1986.70	1987.85	1968.09	1969.70	24179	0	4
2023.03.20	04:00:00	1969.70	1988.62	1969.22	1988.05	20895	0	4
2023.03.20	08:00:00	1988.18	2009.80	1981.87	1984.82	55581	0	5
2023.03.20	12:00:00	1984.77	1988.67	1972.45	1977.94	53357	0	1
2023.03.20	16:00:00	1977.93	1981.00	1965.83	1977.57	48562	0	4
2023.03.20	20:00:00	1977.60	1984.34	1976.15	1978.64	14272	0	4
2023.03.21	00:00:00	1978.91	1982.89	1975.39	1980.18	11541	0	8
2023.03.21	04:00:00	1980.25	1985.19	1979.24	1982.52	11797	0	4
2023.03.21	08:00:00	1982.57	1983.27	1962.94	1968.99	30409	0	5
2023.03.21	12:00:00	1968.98	1969.45	1951.97	1952.87	36102	0	0
2023.03.21	16:00:00	1952.84	1955.01	1936.65	1941.48	48810	0	2
2023.03.21	20:00:00	1941.50	1942.16	1935.44	1940.53	10917	0	0
2023.03.22	00:00:00	1939.76	1946.30	1939.35	1943.93	11258	0	0
2023.03.22	04:00:00	1943.91	1943.91	1937.95	1939.80	12990	0	0
2023.03.22	08:00:00	1939.80	1945.65	1934.27	1944.15	17041	0	0
2023.03.22	12:00:00	1944.14	1945.39	1937.12	1942.86	21397	0	0
2023.03.22	16:00:00	1942.91	1951.96	1942.55	1945.81	23309	0	0
2023.03.22	20:00:00	1950.84	1979.19	1948.87	1969.79	43188	0	1
2023.03.23	00:00:00	1969.68	1973.74	1964.41	1969.04	18471	0	5
2023.03.23	04:00:00	1969.03	1980.94	1968.84	1977.12	19599	0	2
2023.03.23	08:00:00	1977.13	1983.65	1974.29	1978.09	29658	0	6
2023.03.23	12:00:00	1978.10	1985.07	1966.55	1984.06	36860	0	3
2023.03.23	16:00:00	1984.09	1999.76	1977.67	1999.59	44425	0	4
2023.03.23	20:00:00	1999.59	2003.33	1988.04	1993.97	31101	0	0
2023.03.24	00:00:00	1993.80	1994.80	1989.68	1990.71	15143	0	5
2023.03.24	04:00:00	1990.75	1993.55	1989.36	1990.59	16795	0	5
2023.03.24	08:00:00	1990.58	1994.94	1981.23	1994.43	29990	0	5
2023.03.24	12:00:00	1994.48	2002.96	1988.59	1989.56	54412	0	4
2023.03.24	16:00:00	1989.56	1998.37	1975.61	1979.79	53584	0	1
2023.03.24	20:00:00	1979.79	1979.91	1975.15	1978.81	15614	0	5
2023.03.27	00:00:00	1977.94	1978.62	1969.22	1973.63	10633	0	8
2023.03.27	04:00:00	1973.63	1978.74	1972.13	1973.75	17848	0	5
2023.03.27	08:00:00	1973.75	1973.93	1965.94	1968.36	24665	0	0
2023.03.27	12:00:00	1968.41	1968.70	1944.41	1945.67	31394	0	4
2023.03.27	16:00:00	1945.81	1959.43	1944.04	1955.85	37579	0	5
2023.03.27	20:00:00	1955.85	1958.22	1950.78	1956.35	15714	0	4
2023.03.28	00:00:00	1956.64	1960.77	1956.29	1959.36	6833	0	5
2023.03.28	04:00:00	1959.45	1963.99	1957.31	1957.74	14381	0	5
2023.03.28	08:00:00	1957.69	1960.83	1949.78	1950.32	24320	0	4
2023.03.28	12:00:00	1950.34	1967.39	1949.15	1965.28	25381	0	5
2023.03.28	16:00:00	1965.26	1970.03	1958.94	1969.02	35756	0	5
2023.03.28	20:00:00	1969.05	1975.32	1968.83	1973.52	16454	0	0
2023.03.29	00:00:00	1973.64	1974.28	1969.96	1970.45	6676	0	6
2023.03.29	04:00:00	1970.53	1971.90	1965.81	1966.19	14706	0	5
2023.03.29	08:00:00	1966.16	1967.65	1958.68	1964.35	21829	0	5
2023.03.29	12:00:00	1964.34	1969.17	1962.50	1964.84	23641	0	5
2023.03.29	16:00:00	1964.95	1971.75	1960.59	1965.07	33638	0	4
2023.03.29	20:00:00	1965.07	1969.30	1961.11	1964.37	11942	0	4
2023.03.30	00:00:00	1963.36	1964.90	1960.76	1961.40	6150	0	8
2023.03.30	04:00:00	1961.45	1961.97	1955.22	1960.86	13438	0	5
2023.03.30	08:00:00	1960.86	1971.51	1960.28	1967.89	23389	0	5
2023.03.30	12:00:00	1967.91	1975.28	1966.91	1970.24	22113	0	2
2023.03.30	16:00:00	1970.23	1984.37	1963.95	1983.16	36460	0	1
2023.03.30	20:00:00	1983.33	1983.49	1978.17	1980.21	13133	0	4
2023.03.31	00:00:00	1980.34	1980.46	1977.60	1979.65	6577	0	6
2023.03.31	04:00:00	1979.64	1983.60	1979.07	1980.85	14572	0	5
2023.03.31	08:00:00	1980.82	1985.06	1973.20	1975.10	20660	0	4
2023.03.31	12:00:00	1975.22	1987.63	1975.22	1979.64	24150	0	4
2023.03.31	16:00:00	1979.64	1984.13	1974.82	1977.11	37989	0	5
2023.03.31	20:00:00	1977.11	1977.25	1966.89	1969.41	18664	0	5
2023.04.03	00:00:00	1967.06	1967.31	1956.75	1962.41	11534	0	4
2023.04.03	04:00:00	1962.42	1964.51	1949.76	1952.55	20131	0	4
2023.04.03	08:00:00	1952.57	1966.45	1950.82	1965.84	21258	0	3
2023.04.03	12:00:00	1965.82	1979.94	1963.10	1978.96	24411	0	6
2023.04.03	16:00:00	1978.99	1990.54	1972.40	1986.99	42530	0	4
2023.04.03	20:00:00	1986.99	1986.99	1981.85	1984.35	14904	0	2
2023.04.04	00:00:00	1984.24	1985.50	1982.15	1982.90	5811	0	4
2023.04.04	04:00:00	1982.89	1983.59	1977.82	1979.72	13772	0	4
2023.04.04	08:00:00	1979.72	1984.29	1977.01	1980.63	20249	0	4
2023.04.04	12:00:00	1980.63	1985.71	1978.46	1983.61	20303	0	3
2023.04.04	16:00:00	1983.61	2025.00	1983.38	2020.80	54108	0	4
2023.04.04	20:00:00	2020.81	2022.42	2017.83	2020.53	16040	0	6
2023.04.05	00:00:00	2021.09	2023.55	2019.39	2019.59	7478	0	4
2023.04.05	04:00:00	2019.60	2025.34	2019.60	2023.38	12383	0	4
2023.04.05	08:00:00	2023.36	2028.34	2022.76	2024.01	19939	0	5
2023.04.05	12:00:00	2024.00	2032.26	2021.51	2031.57	30054	0	1
2023.04.05	16:00:00	2031.60	2032.08	2009.90	2021.38	57424	0	4
2023.04.05	20:00:00	2021.36	2023.32	2019.09	2020.66	17296	0	0
2023.04.06	00:00:00	2020.75	2021.40	2016.99	2017.05	7135	0	0
2023.04.06	04:00:00	2017.10	2017.18	2008.01	2013.56	19843	0	7
2023.04.06	08:00:00	2013.57	2019.62	2011.88	2017.41	25314	0	6
2023.04.06	12:00:00	2017.37	2021.00	2011.22	2012.88	26794	0	6
2023.04.06	16:00:00	2012.94	2014.94	2000.84	2011.68	43149	0	5
2023.04.06	20:00:00	2011.66	2012.57	2005.76	2007.32	15575	0	5
2023.04.10	00:00:00	1997.30	2006.29	1994.51	1998.32	9196	0	0
2023.04.10	04:00:00	1998.29	2000.68	1988.83	1992.13	16917	0	6
2023.04.10	08:00:00	1992.11	1999.42	1991.36	1997.41	13716	0	6
2023.04.10	12:00:00	1997.36	2003.06	1989.13	1989.49	19829	0	0
2023.04.10	16:00:00	1989.51	1994.42	1981.72	1989.68	36951	0	4
2023.04.10	20:00:00	1989.67	1992.89	1987.60	1991.18	12730	0	0
2023.04.11	00:00:00	1991.07	1995.41	1989.98	1993.16	6475	0	0
2023.04.11	04:00:00	1993.23	2000.06	1988.82	1999.80	17900	0	5
2023.04.11	08:00:00	1999.81	2007.44	1997.80	2004.64	22760	0	4
2023.04.11	12:00:00	2004.60	2005.41	1998.21	1998.61	24206	0	0
2023.04.11	16:00:00	1998.56	2006.65	1995.58	2006.23	37874	0	5
2023.04.11	20:00:00	2006.20	2006.78	2000.98	2003.52	14574	0	6
2023.04.12	00:00:00	2003.14	2005.55	2003.06	2005.49	5046	0	5
2023.04.12	04:00:00	2005.42	2021.13	2003.95	2020.40	20384	0	2
2023.04.12	08:00:00	2020.40	2020.82	2008.95	2009.06	22619	0	4
2023.04.12	12:00:00	2009.06	2028.35	2006.23	2022.22	29852	0	1
2023.04.12	16:00:00	2022.23	2023.84	2001.39	2007.85	56696	0	3
2023.04.12	20:00:00	2007.83	2018.11	2006.40	2014.77	25174	0	5
2023.04.13	00:00:00	2014.44	2019.79	2013.95	2017.84	8158	0	6
2023.04.13	04:00:00	2017.84	2019.49	2015.71	2018.52	17554	0	6
2023.04.13	08:00:00	2018.54	2029.23	2015.29	2026.59	24639	0	1
2023.04.13	12:00:00	2026.54	2045.86	2024.98	2045.04	30745	0	1
2023.04.13	16:00:00	2045.04	2048.67	2033.64	2040.18	49883	0	1
2023.04.13	20:00:00	2040.22	2044.17	2036.61	2040.10	18922	0	4
2023.04.14	00:00:00	2040.17	2043.66	2038.54	2041.95	6933	0	5
2023.04.14	04:00:00	2041.97	2047.47	2041.16	2043.28	20402	0	6
2023.04.14	08:00:00	2043.31	2044.41	2031.83	2035.77	25571	0	4
2023.04.14	12:00:00	2035.74	2042.23	2017.24	2024.67	36836	0	4
2023.04.14	16:00:00	2024.67	2028.11	1992.40	1999.58	64217	0	2
2023.04.14	20:00:00	1999.55	2008.01	1998.59	2004.42	22007	0	6
2023.04.17	00:00:00	1999.29	2005.03	1999.22	2002.19	9204	0	6
2023.04.17	04:00:00	2002.20	2006.26	1995.40	2004.37	20636	0	4
2023.04.17	08:00:00	2004.38	2015.05	2003.73	2009.94	28171	0	5
2023.04.17	12:00:00	2009.94	2012.14	1999.08	2000.60	27447	0	6
2023.04.17	16:00:00	2000.55	2002.22	1981.18	1991.54	47410	0	0
2023.04.17	20:00:00	1991.50	1997.16	1991.34	1995.08	15247	0	6
2023.04.18	00:00:00	1994.76	1996.16	1993.35	1995.21	5775	0	6
2023.04.18	04:00:00	1995.19	2001.78	1994.50	1998.40	17737	0	1
2023.04.18	08:00:00	1998.40	2005.19	1996.52	2003.16	21303	0	5
2023.04.18	12:00:00	2003.20	2005.92	1999.09	2001.26	24450	0	5
2023.04.18	16:00:00	2001.26	2011.82	1991.19	2007.11	45779	0	4
2023.04.18	20:00:00	2007.19	2008.26	2003.38	2005.21	14592	0	6
2023.04.19	00:00:00	2005.10	2007.48	2004.49	2007.39	5803	0	7
2023.04.19	04:00:00	2007.31	2008.20	2001.98	2003.90	16272	0	2
2023.04.19	08:00:00	2003.83	2004.32	1976.59	1980.10	34193	0	0
2023.04.19	12:00:00	1979.92	1980.51	1969.18	1980.30	36001	0	1
2023.04.19	16:00:00	1980.31	1996.48	1979.33	1996.00	45367	0	6
2023.04.19	20:00:00	1996.02	1996.83	1993.64	1994.67	17067	0	6
2023.04.20	00:00:00	1994.35	1996.69	1993.19	1995.63	7807	0	3
2023.04.20	04:00:00	1995.63	1998.74	1990.50	1992.76	19095	0	4
2023.04.20	08:00:00	1992.76	2001.23	1991.37	1996.67	26805	0	6
2023.04.20	12:00:00	1996.68	2011.44	1992.41	2006.80	32424	0	0
2023.04.20	16:00:00	2006.85	2012.39	1998.99	2005.84	44031	0	5
2023.04.20	20:00:00	2005.83	2008.41	2002.21	2004.70	16523	0	5
2023.04.21	00:00:00	2004.20	2005.53	2001.74	2004.59	7346	0	3
2023.04.21	04:00:00	2004.62	2005.26	2000.32	2000.59	15347	0	5
2023.04.21	08:00:00	2000.64	2001.10	1981.93	1988.36	32534	0	2
2023.04.21	12:00:00	1988.36	1992.48	1982.18	1988.97	27927	0	5
2023.04.21	16:00:00	1988.97	1998.02	1971.59	1977.46	53458	0	0
2023.04.21	20:00:00	1977.44	1983.63	1977.38	1982.84	15875	0	7
2023.04.24	00:00:00	1982.38	1985.35	1981.35	1983.85	7157	0	6
2023.04.24	04:00:00	1983.88	1984.64	1978.23	1979.58	22127	0	5
2023.04.24	08:00:00	1979.58	1985.29	1976.43	1985.11	28777	0	0
2023.04.24	12:00:00	1985.10	1986.94	1981.00	1983.89	24555	0	2
2023.04.24	16:00:00	1983.90	1987.73	1974.13	1986.67	42247	0	6
2023.04.24	20:00:00	1986.67	1990.79	1986.60	1989.05	14927	0	7
2023.04.25	00:00:00	1989.18	2000.95	1989.18	1996.92	8353	0	6
2023.04.25	04:00:00	1997.04	2000.64	1990.96	1991.07	21590	0	2
2023.04.25	08:00:00	1991.09	1997.30	1986.92	1988.61	29990	0	6
2023.04.25	12:00:00	1988.61	1994.49	1976.09	1992.96	34473	0	4
2023.04.25	16:00:00	1992.97	1993.68	1983.36	1990.57	44739	0	4
2023.04.25	20:00:00	1990.57	2003.85	1989.96	1997.06	26000	0	2
2023.04.26	00:00:00	1996.86	2002.47	1996.64	1997.76	10726	0	3
2023.04.26	04:00:00	1997.79	2000.78	1993.14	1995.54	21842	0	2
2023.04.26	08:00:00	1995.54	1999.34	1994.40	1997.68	26992	0	2
2023.04.26	12:00:00	1997.74	2001.74	1991.44	1997.93	33089	0	5
2023.04.26	16:00:00	1997.95	2009.43	1985.45	1986.67	57056	0	4
2023.04.26	20:00:00	1986.62	1991.66	1983.37	1989.29	24043	0	6
2023.04.27	00:00:00	1989.84	1992.21	1989.01	1991.54	7449	0	0
2023.04.27	04:00:00	1991.57	2000.90	1989.53	1999.64	20059	0	3
2023.04.27	08:00:00	1999.64	2003.23	1997.37	1998.20	26815	0	4
2023.04.27	12:00:00	1998.20	2003.34	1981.86	1985.65	32293	0	4
2023.04.27	16:00:00	1985.74	1988.91	1974.22	1984.33	52367	0	5
2023.04.27	20:00:00	1984.33	1991.08	1983.68	1987.74	20992	0	6
2023.04.28	00:00:00	1987.48	1988.04	1985.61	1985.89	8123	0	5
2023.04.28	04:00:00	1985.90	1991.57	1984.84	1987.40	28900	0	4
2023.04.28	08:00:00	1987.43	1989.64	1979.68	1983.51	38688	0	5
2023.04.28	12:00:00	1983.47	1987.62	1976.15	1984.21	32520	0	5
2023.04.28	16:00:00	1984.24	1995.04	1982.06	1991.51	55296	0	3
2023.04.28	20:00:00	1991.50	1992.84	1987.49	1989.55	21431	0	6
2023.05.01	00:00:00	1989.54	1991.80	1983.74	1983.98	8845	0	5
2023.05.01	04:00:00	1983.97	1986.36	1980.66	1984.20	12590	0	5
2023.05.01	08:00:00	1984.20	1984.21	1977.17	1977.34	14578	0	5
2023.05.01	12:00:00	1977.29	2005.34	1977.09	2004.03	25680	0	5
2023.05.01	16:00:00	2004.04	2006.00	1979.92	1981.68	43217	0	0
2023.05.01	20:00:00	1981.69	1984.00	1979.49	1982.44	19447	0	7
2023.05.02	00:00:00	1982.12	1983.69	1980.77	1982.20	6937	0	6
2023.05.02	04:00:00	1982.21	1985.25	1981.29	1982.15	16208	0	0
2023.05.02	08:00:00	1982.16	1985.74	1978.49	1981.35	23082	0	2
2023.05.02	12:00:00	1981.34	1990.19	1980.56	1985.63	25636	0	6
2023.05.02	16:00:00	1985.64	2019.41	1984.43	2015.14	65346	0	4
2023.05.02	20:00:00	2015.12	2018.37	2011.18	2016.53	26538	0	7
2023.05.03	00:00:00	2016.03	2016.91	2014.19	2016.32	5466	0	4
2023.05.03	04:00:00	2016.32	2019.58	2015.78	2015.94	11518	0	5
2023.05.03	08:00:00	2015.95	2018.75	2012.61	2015.70	20662	0	3
2023.05.03	12:00:00	2015.68	2017.49	2007.78	2013.68	26330	0	6
2023.05.03	16:00:00	2013.72	2026.84	2011.87	2024.08	48047	0	6
2023.05.03	20:00:00	2024.07	2040.37	2016.96	2038.52	50984	0	0
