<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.02.10	08:00:00	1860.09	1861.68	1857.84	1859.37	4256	0	5
2023.02.10	09:00:00	1859.42	1867.01	1857.63	1866.20	9468	0	5
2023.02.10	10:00:00	1866.30	1872.23	1865.89	1867.76	9869	0	5
2023.02.10	11:00:00	1867.76	1870.02	1861.39	1864.18	10222	0	5
2023.02.10	12:00:00	1864.15	1865.02	1860.45	1863.02	6090	0	6
2023.02.10	13:00:00	1863.00	1864.97	1860.75	1864.81	5474	0	6
2023.02.10	14:00:00	1864.81	1865.31	1862.69	1863.95	5072	0	7
2023.02.10	15:00:00	1864.01	1868.67	1861.77	1867.01	10678	0	7
2023.02.10	16:00:00	1867.02	1868.53	1860.21	1861.59	11100	0	7
2023.02.10	17:00:00	1861.61	1866.85	1859.03	1860.02	12922	0	6
2023.02.10	18:00:00	1860.01	1861.71	1856.44	1858.22	8420	0	6
2023.02.10	19:00:00	1858.22	1863.88	1857.61	1861.73	6890	0	8
2023.02.10	20:00:00	1861.73	1864.51	1861.18	1862.10	5372	0	8
2023.02.10	21:00:00	1862.10	1864.75	1861.37	1863.68	3557	0	8
2023.02.10	22:00:00	1863.71	1865.06	1862.71	1864.34	3275	0	7
2023.02.10	23:00:00	1864.34	1865.72	1863.21	1865.35	1464	0	6
2023.02.13	01:00:00	1864.68	1865.18	1862.66	1862.68	2049	0	12
2023.02.13	02:00:00	1862.74	1863.59	1860.64	1863.10	2599	0	9
2023.02.13	03:00:00	1863.08	1863.81	1858.12	1861.47	5361	0	6
2023.02.13	04:00:00	1861.47	1862.48	1859.84	1861.51	3700	0	6
2023.02.13	05:00:00	1861.60	1862.11	1858.83	1858.83	3043	0	7
2023.02.13	06:00:00	1858.84	1859.68	1857.81	1857.86	1935	0	4
2023.02.13	07:00:00	1857.88	1860.46	1857.06	1859.66	3036	0	5
2023.02.13	08:00:00	1859.67	1866.58	1859.38	1862.88	4433	0	5
2023.02.13	09:00:00	1862.89	1865.88	1862.18	1863.94	4363	0	6
2023.02.13	10:00:00	1863.97	1864.18	1860.06	1862.48	5801	0	6
2023.02.13	11:00:00	1862.48	1862.50	1854.69	1857.15	5870	0	7
2023.02.13	12:00:00	1857.12	1859.29	1853.92	1858.66	4171	0	7
2023.02.13	13:00:00	1858.65	1862.72	1858.65	1862.18	4629	0	8
2023.02.13	14:00:00	1862.18	1863.08	1859.37	1860.70	5036	0	6
2023.02.13	15:00:00	1860.70	1862.38	1855.60	1856.90	7883	0	8
2023.02.13	16:00:00	1856.90	1859.36	1853.24	1856.82	9562	0	8
2023.02.13	17:00:00	1856.83	1858.43	1854.64	1855.28	9121	0	8
2023.02.13	18:00:00	1855.30	1855.93	1850.68	1851.27	7289	0	5
2023.02.13	19:00:00	1851.26	1853.74	1850.67	1851.55	5140	0	8
2023.02.13	20:00:00	1851.58	1855.73	1850.47	1855.19	4588	0	8
2023.02.13	21:00:00	1855.22	1855.67	1851.28	1852.82	3825	0	8
2023.02.13	22:00:00	1852.79	1854.47	1851.30	1854.29	3807	0	0
2023.02.13	23:00:00	1854.27	1854.48	1852.92	1853.41	1163	0	0
2023.02.14	01:00:00	1853.67	1854.59	1853.29	1854.37	1010	0	0
2023.02.14	02:00:00	1854.37	1856.68	1853.98	1856.22	2609	0	10
2023.02.14	03:00:00	1856.14	1856.68	1854.45	1856.61	4156	0	5
2023.02.14	04:00:00	1856.59	1858.58	1855.64	1857.54	3264	0	5
2023.02.14	05:00:00	1857.54	1858.46	1856.26	1858.20	2045	0	5
2023.02.14	06:00:00	1858.21	1859.11	1857.12	1858.29	1554	0	2
2023.02.14	07:00:00	1858.19	1859.41	1857.84	1859.35	2179	0	6
2023.02.14	08:00:00	1859.35	1864.95	1858.76	1862.21	3821	0	6
2023.02.14	09:00:00	1862.20	1864.20	1858.00	1858.75	5238	0	4
2023.02.14	10:00:00	1858.77	1861.69	1857.88	1860.17	4814	0	6
2023.02.14	11:00:00	1860.21	1863.86	1859.48	1862.59	4487	0	6
2023.02.14	12:00:00	1862.61	1863.20	1859.15	1859.17	3723	0	5
2023.02.14	13:00:00	1859.17	1859.66	1853.75	1857.27	4093	0	6
2023.02.14	14:00:00	1857.29	1861.67	1856.42	1860.12	4814	0	7
2023.02.14	15:00:00	1860.11	1870.66	1850.40	1862.39	18689	0	3
2023.02.14	16:00:00	1862.49	1866.30	1843.29	1856.25	22583	0	5
2023.02.14	17:00:00	1856.33	1865.70	1849.91	1852.30	17553	0	5
2023.02.14	18:00:00	1852.30	1854.76	1843.89	1849.58	13638	0	6
2023.02.14	19:00:00	1849.59	1851.38	1846.41	1849.81	7308	0	7
2023.02.14	20:00:00	1849.79	1858.83	1849.59	1853.66	8088	0	7
2023.02.14	21:00:00	1853.72	1856.20	1851.39	1855.54	4812	0	6
2023.02.14	22:00:00	1855.52	1856.25	1853.85	1856.02	4336	0	7
2023.02.14	23:00:00	1855.73	1855.79	1853.82	1854.36	1233	0	0
2023.02.15	01:00:00	1853.97	1855.36	1853.47	1854.95	1552	0	10
2023.02.15	02:00:00	1854.95	1855.85	1853.59	1855.83	2517	0	11
2023.02.15	03:00:00	1855.82	1859.33	1854.86	1858.97	4448	0	5
2023.02.15	04:00:00	1859.04	1860.11	1852.08	1852.20	4309	0	5
2023.02.15	05:00:00	1852.26	1852.26	1847.50	1848.40	3936	0	5
2023.02.15	06:00:00	1848.36	1848.92	1846.57	1847.82	2405	0	5
2023.02.15	07:00:00	1847.82	1847.83	1845.24	1846.36	3114	0	1
2023.02.15	08:00:00	1846.39	1846.60	1842.10	1843.67	5254	0	3
2023.02.15	09:00:00	1843.61	1844.67	1835.05	1835.70	7842	0	5
2023.02.15	10:00:00	1835.70	1836.28	1831.84	1833.75	8563	0	5
2023.02.15	11:00:00	1833.78	1837.79	1832.77	1835.83	5357	0	7
2023.02.15	12:00:00	1835.82	1837.65	1833.73	1835.36	4575	0	7
2023.02.15	13:00:00	1835.40	1835.89	1833.36	1835.02	3688	0	6
2023.02.15	14:00:00	1835.01	1837.10	1834.14	1835.82	4725	0	6
2023.02.15	15:00:00	1835.82	1838.94	1831.83	1834.73	13678	0	4
2023.02.15	16:00:00	1834.75	1838.73	1832.55	1833.47	12700	0	6
2023.02.15	17:00:00	1833.51	1835.87	1830.45	1834.15	11997	0	6
2023.02.15	18:00:00	1834.16	1837.74	1831.25	1836.76	8452	0	7
2023.02.15	19:00:00	1836.72	1838.06	1832.27	1834.93	6455	0	7
2023.02.15	20:00:00	1834.90	1836.63	1833.71	1835.88	5410	0	7
2023.02.15	21:00:00	1835.93	1837.96	1835.05	1835.47	3800	0	7
2023.02.15	22:00:00	1835.48	1838.26	1834.86	1837.81	3561	0	4
2023.02.15	23:00:00	1837.78	1838.54	1835.80	1835.85	1978	0	8
2023.02.16	01:00:00	1836.32	1837.07	1835.51	1836.49	1546	0	2
2023.02.16	02:00:00	1836.49	1837.90	1835.28	1835.33	3489	0	8
2023.02.16	03:00:00	1835.35	1842.26	1834.49	1841.34	5840	0	5
2023.02.16	04:00:00	1841.37	1842.61	1840.78	1842.24	4015	0	6
2023.02.16	05:00:00	1842.23	1842.48	1839.47	1840.49	3087	0	5
2023.02.16	06:00:00	1840.47	1841.04	1839.45	1839.46	2043	0	0
2023.02.16	07:00:00	1839.45	1841.65	1835.36	1836.99	3813	0	5
2023.02.16	08:00:00	1837.01	1838.04	1834.26	1836.48	4103	0	4
2023.02.16	09:00:00	1836.48	1841.36	1835.72	1841.36	4744	0	4
2023.02.16	10:00:00	1841.36	1844.81	1836.71	1837.68	7048	0	5
2023.02.16	11:00:00	1837.63	1840.15	1834.82	1835.62	5061	0	6
2023.02.16	12:00:00	1835.55	1839.28	1835.53	1838.21	3722	0	8
2023.02.16	13:00:00	1838.22	1838.49	1835.30	1837.42	3804	0	8
2023.02.16	14:00:00	1837.44	1840.09	1835.86	1839.84	4542	0	7
2023.02.16	15:00:00	1839.88	1840.40	1827.70	1830.86	13483	0	4
2023.02.16	16:00:00	1830.87	1837.17	1827.86	1828.89	13608	0	6
2023.02.16	17:00:00	1828.85	1835.88	1827.64	1834.61	12613	0	5
2023.02.16	18:00:00	1834.61	1843.19	1832.41	1840.91	11108	0	6
2023.02.16	19:00:00	1840.89	1843.90	1838.11	1842.40	8494	0	7
2023.02.16	20:00:00	1842.44	1845.12	1841.12	1844.14	6886	0	8
2023.02.16	21:00:00	1844.17	1845.30	1842.17	1842.76	4021	0	6
2023.02.16	22:00:00	1842.84	1843.01	1835.89	1836.47	7113	0	7
2023.02.16	23:00:00	1836.55	1839.05	1836.00	1836.43	2225	0	6
2023.02.17	01:00:00	1836.43	1836.66	1833.35	1834.27	1944	0	8
2023.02.17	02:00:00	1834.37	1834.39	1830.71	1832.59	3096	0	11
2023.02.17	03:00:00	1832.40	1833.62	1828.93	1829.00	4956	0	5
2023.02.17	04:00:00	1828.99	1830.60	1826.01	1829.60	4366	0	4
2023.02.17	05:00:00	1829.60	1829.60	1827.65	1828.23	2902	0	3
2023.02.17	06:00:00	1828.20	1828.53	1823.97	1826.78	2926	0	5
2023.02.17	07:00:00	1826.79	1827.63	1826.05	1827.58	3193	0	5
2023.02.17	08:00:00	1827.57	1827.63	1823.20	1824.29	3539	0	6
2023.02.17	09:00:00	1824.24	1827.31	1821.83	1824.17	5987	0	5
2023.02.17	10:00:00	1824.17	1824.17	1818.90	1822.37	7240	0	5
2023.02.17	11:00:00	1822.37	1828.21	1819.44	1825.93	6185	0	7
2023.02.17	12:00:00	1825.93	1826.04	1822.53	1823.52	4783	0	6
2023.02.17	13:00:00	1823.56	1825.35	1821.84	1824.70	4222	0	6
2023.02.17	14:00:00	1824.71	1828.91	1824.55	1826.80	5587	0	7
2023.02.17	15:00:00	1826.75	1830.36	1825.74	1827.70	8996	0	7
2023.02.17	16:00:00	1827.69	1828.68	1822.69	1826.55	11156	0	6
2023.02.17	17:00:00	1826.51	1840.94	1826.51	1834.43	15768	0	7
2023.02.17	18:00:00	1834.47	1840.82	1834.33	1839.61	10271	0	6
2023.02.17	19:00:00	1839.62	1842.81	1839.40	1840.86	8064	0	6
2023.02.17	20:00:00	1840.87	1843.39	1840.24	1842.17	5140	0	7
2023.02.17	21:00:00	1842.17	1843.56	1841.91	1842.73	4253	0	8
2023.02.17	22:00:00	1842.80	1843.60	1841.00	1841.88	4430	0	6
2023.02.17	23:00:00	1841.88	1842.95	1841.36	1842.54	1313	0	9
2023.02.20	01:00:00	1840.89	1841.71	1838.44	1838.73	1678	0	12
2023.02.20	02:00:00	1838.80	1839.33	1837.29	1838.83	2703	0	2
2023.02.20	03:00:00	1838.87	1841.75	1838.05	1840.38	4407	0	5
2023.02.20	04:00:00	1840.32	1843.17	1839.46	1842.31	3570	0	6
2023.02.20	05:00:00	1842.41	1843.05	1841.44	1842.86	2424	0	6
2023.02.20	06:00:00	1842.88	1844.86	1842.46	1842.61	2398	0	5
2023.02.20	07:00:00	1842.69	1844.86	1841.20	1844.50	3054	0	5
2023.02.20	08:00:00	1844.50	1845.53	1843.28	1844.04	3346	0	5
2023.02.20	09:00:00	1844.07	1846.31	1842.89	1846.00	3976	0	5
2023.02.20	10:00:00	1845.99	1847.48	1841.11	1843.70	5910	0	5
2023.02.20	11:00:00	1843.72	1845.77	1843.21	1843.93	3731	0	7
2023.02.20	12:00:00	1843.94	1844.85	1842.83	1843.48	3475	0	7
2023.02.20	13:00:00	1843.55	1846.03	1843.26	1844.84	3152	0	7
2023.02.20	14:00:00	1844.96	1845.02	1842.80	1842.88	3293	0	4
2023.02.20	15:00:00	1842.88	1846.87	1842.59	1846.41	5402	0	6
2023.02.20	16:00:00	1846.42	1847.06	1844.59	1846.45	4895	0	8
2023.02.20	17:00:00	1846.39	1846.62	1842.34	1843.27	4435	0	8
2023.02.20	18:00:00	1843.26	1844.12	1842.63	1842.81	2727	0	7
2023.02.20	19:00:00	1842.81	1843.03	1840.75	1840.85	2140	0	4
2023.02.20	20:00:00	1840.78	1841.59	1840.46	1841.00	1214	0	0
2023.02.20	21:00:00	1840.99	1841.40	1840.96	1841.26	433	0	8
2023.02.21	01:00:00	1841.44	1842.85	1841.34	1841.74	839	0	8
2023.02.21	02:00:00	1841.75	1843.75	1840.52	1841.60	2847	0	12
2023.02.21	03:00:00	1841.62	1843.02	1840.04	1842.32	4849	0	6
2023.02.21	04:00:00	1842.29	1843.41	1840.99	1841.44	3909	0	8
2023.02.21	05:00:00	1841.44	1841.98	1837.15	1838.47	3444	0	6
2023.02.21	06:00:00	1838.47	1839.29	1837.20	1839.16	2235	0	5
2023.02.21	07:00:00	1839.15	1839.77	1837.09	1839.72	3405	0	7
2023.02.21	08:00:00	1839.72	1839.77	1837.61	1838.65	2942	0	5
2023.02.21	09:00:00	1838.65	1838.88	1833.62	1834.84	5950	0	4
2023.02.21	10:00:00	1834.82	1835.93	1831.08	1834.82	8463	0	5
2023.02.21	11:00:00	1834.82	1836.79	1832.50	1835.53	7559	0	7
2023.02.21	12:00:00	1835.52	1836.34	1832.17	1833.25	4636	0	6
2023.02.21	13:00:00	1833.27	1835.35	1832.40	1833.83	4080	0	5
2023.02.21	14:00:00	1833.83	1834.27	1830.23	1833.24	4834	0	1
2023.02.21	15:00:00	1833.24	1837.13	1832.77	1836.82	8381	0	5
2023.02.21	16:00:00	1836.80	1843.84	1834.06	1835.11	13646	0	4
2023.02.21	17:00:00	1835.11	1842.30	1834.20	1838.78	14995	0	7
2023.02.21	18:00:00	1838.78	1839.51	1832.80	1833.06	9517	0	8
2023.02.21	19:00:00	1833.06	1837.25	1832.15	1836.83	6384	0	7
2023.02.21	20:00:00	1836.78	1837.46	1831.73	1833.35	5416	0	8
2023.02.21	21:00:00	1833.35	1834.37	1832.11	1834.15	3733	0	7
2023.02.21	22:00:00	1834.15	1836.58	1834.15	1834.74	4019	0	6
2023.02.21	23:00:00	1834.74	1835.65	1834.34	1834.87	1322	0	5
2023.02.22	01:00:00	1834.74	1836.08	1834.39	1835.55	1385	0	9
2023.02.22	02:00:00	1835.55	1837.09	1834.97	1836.90	3264	0	12
2023.02.22	03:00:00	1836.94	1838.45	1835.04	1836.29	5440	0	8
2023.02.22	04:00:00	1836.20	1837.53	1835.34	1836.10	3840	0	5
2023.02.22	05:00:00	1835.98	1837.16	1835.04	1836.17	2320	0	5
2023.02.22	06:00:00	1836.16	1836.92	1835.28	1836.48	1900	0	5
2023.02.22	07:00:00	1836.54	1837.23	1834.66	1836.98	2653	0	5
2023.02.22	08:00:00	1836.98	1837.06	1835.11	1835.34	2721	0	6
2023.02.22	09:00:00	1835.36	1839.98	1834.98	1839.96	4795	0	6
2023.02.22	10:00:00	1839.92	1841.22	1832.89	1834.80	6759	0	6
2023.02.22	11:00:00	1834.80	1836.26	1832.94	1833.98	5726	0	7
2023.02.22	12:00:00	1833.97	1834.68	1832.10	1833.44	4771	0	7
2023.02.22	13:00:00	1833.42	1839.77	1833.18	1838.95	5777	0	7
2023.02.22	14:00:00	1839.03	1846.03	1838.28	1841.60	7714	0	5
2023.02.22	15:00:00	1841.59	1841.89	1835.12	1838.60	9211	0	5
2023.02.22	16:00:00	1838.53	1839.10	1834.40	1835.94	11228	0	8
2023.02.22	17:00:00	1835.94	1838.39	1831.31	1836.08	12742	0	7
2023.02.22	18:00:00	1836.06	1837.12	1832.57	1833.11	8100	0	5
2023.02.22	19:00:00	1833.13	1834.47	1830.71	1833.20	6930	0	8
2023.02.22	20:00:00	1833.20	1834.27	1829.39	1830.74	5847	0	7
2023.02.22	21:00:00	1830.72	1833.77	1824.63	1824.88	13011	0	6
2023.02.22	22:00:00	1824.91	1827.45	1823.55	1824.78	6965	0	4
2023.02.22	23:00:00	1824.79	1826.52	1824.63	1825.20	1968	0	8
2023.02.23	01:00:00	1825.76	1826.37	1824.81	1825.11	1513	0	11
2023.02.23	02:00:00	1825.12	1825.63	1823.16	1824.45	2525	0	8
2023.02.23	03:00:00	1824.46	1828.83	1824.45	1827.73	4424	0	6
2023.02.23	04:00:00	1827.73	1829.87	1826.36	1829.72	3660	0	5
2023.02.23	05:00:00	1829.70	1830.49	1827.05	1827.89	2864	0	5
2023.02.23	06:00:00	1827.88	1829.93	1827.46	1829.93	1895	0	5
2023.02.23	07:00:00	1829.92	1829.92	1827.61	1828.96	2847	0	5
2023.02.23	08:00:00	1828.96	1833.78	1828.66	1832.13	4530	0	5
2023.02.23	09:00:00	1832.06	1833.78	1828.83	1829.79	4576	0	5
2023.02.23	10:00:00	1829.77	1829.78	1826.62	1826.70	5362	0	6
2023.02.23	11:00:00	1826.73	1827.42	1825.67	1826.31	4381	0	7
2023.02.23	12:00:00	1826.33	1827.36	1824.41	1826.51	3852	0	7
2023.02.23	13:00:00	1826.51	1827.97	1823.76	1826.49	3817	0	7
2023.02.23	14:00:00	1826.48	1828.52	1824.80	1826.89	4699	0	6
2023.02.23	15:00:00	1826.91	1827.52	1817.46	1825.56	12365	0	4
2023.02.23	16:00:00	1825.56	1830.16	1822.76	1828.18	14571	0	6
2023.02.23	17:00:00	1828.14	1828.37	1820.29	1823.61	12615	0	6
2023.02.23	18:00:00	1823.61	1823.61	1818.49	1820.16	11053	0	6
2023.02.23	19:00:00	1819.96	1822.35	1818.93	1821.31	5871	0	7
2023.02.23	20:00:00	1821.29	1823.78	1819.20	1822.74	6205	0	8
2023.02.23	21:00:00	1822.74	1824.20	1822.58	1823.00	4145	0	7
2023.02.23	22:00:00	1823.01	1824.12	1822.70	1823.58	3641	0	5
2023.02.23	23:00:00	1823.56	1823.58	1822.16	1822.27	1438	0	8
2023.02.24	01:00:00	1822.47	1823.51	1822.00	1823.19	1581	0	0
2023.02.24	02:00:00	1823.20	1826.61	1822.92	1826.24	4453	0	12
2023.02.24	03:00:00	1826.33	1827.15	1824.15	1826.03	7018	0	4
2023.02.24	04:00:00	1825.99	1827.82	1824.37	1824.91	4407	0	5
2023.02.24	05:00:00	1824.85	1827.57	1824.85	1825.76	3274	0	5
2023.02.24	06:00:00	1825.79	1826.48	1824.92	1825.60	2214	0	6
2023.02.24	07:00:00	1825.62	1825.78	1824.04	1824.60	2834	0	5
2023.02.24	08:00:00	1824.60	1825.78	1823.34	1824.08	3324	0	6
2023.02.24	09:00:00	1824.10	1826.33	1821.73	1822.06	5210	0	6
2023.02.24	10:00:00	1822.04	1825.64	1819.74	1822.93	7114	0	5
2023.02.24	11:00:00	1822.96	1825.54	1821.53	1821.55	4812	0	6
2023.02.24	12:00:00	1821.51	1824.23	1821.01	1822.32	3731	0	7
2023.02.24	13:00:00	1822.31	1823.08	1817.40	1819.15	5565	0	7
2023.02.24	14:00:00	1819.19	1819.21	1815.26	1817.14	6103	0	6
2023.02.24	15:00:00	1817.07	1818.37	1811.70	1815.66	14100	0	6
2023.02.24	16:00:00	1815.67	1815.99	1808.93	1812.96	15058	0	7
2023.02.24	17:00:00	1812.96	1815.20	1809.61	1810.50	13275	0	7
2023.02.24	18:00:00	1810.50	1814.26	1809.50	1812.34	8919	0	7
2023.02.24	19:00:00	1812.28	1812.68	1809.37	1809.93	6837	0	8
2023.02.24	20:00:00	1809.93	1811.23	1808.95	1809.93	5822	0	8
2023.02.24	21:00:00	1810.01	1811.43	1809.70	1810.98	3537	0	7
2023.02.24	22:00:00	1811.03	1813.47	1810.63	1810.94	4498	0	7
2023.02.24	23:00:00	1810.84	1811.83	1810.70	1810.82	1450	0	5
2023.02.27	01:00:00	1812.62	1813.18	1811.16	1811.78	1832	0	12
2023.02.27	02:00:00	1811.78	1813.87	1810.33	1813.51	3587	0	12
2023.02.27	03:00:00	1813.59	1814.26	1812.15	1813.92	4750	0	6
2023.02.27	04:00:00	1813.92	1814.00	1811.46	1811.80	3119	0	6
2023.02.27	05:00:00	1811.80	1812.16	1806.69	1807.93	4500	0	4
2023.02.27	06:00:00	1807.94	1810.00	1807.15	1809.32	2550	0	6
2023.02.27	07:00:00	1809.27	1809.68	1807.39	1808.67	3294	0	6
2023.02.27	08:00:00	1808.68	1811.69	1807.75	1808.06	4123	0	5
2023.02.27	09:00:00	1808.02	1812.43	1807.18	1810.72	4734	0	6
2023.02.27	10:00:00	1810.73	1813.73	1810.07	1810.11	7038	0	6
2023.02.27	11:00:00	1810.10	1811.08	1808.38	1808.44	4453	0	7
2023.02.27	12:00:00	1808.48	1811.44	1808.29	1810.62	4387	0	7
2023.02.27	13:00:00	1810.58	1812.57	1810.26	1811.51	4142	0	8
2023.02.27	14:00:00	1811.51	1813.38	1810.12	1811.42	4670	0	6
2023.02.27	15:00:00	1811.36	1816.33	1810.19	1814.61	9252	0	0
2023.02.27	16:00:00	1814.61	1818.85	1814.41	1817.90	9023	0	0
2023.02.27	17:00:00	1817.87	1820.14	1813.84	1815.41	11822	0	7
2023.02.27	18:00:00	1815.42	1817.20	1812.62	1816.96	7928	0	8
2023.02.27	19:00:00	1816.97	1819.01	1816.46	1818.67	5490	0	7
2023.02.27	20:00:00	1818.69	1820.18	1816.65	1818.85	4747	0	8
2023.02.27	21:00:00	1818.90	1820.09	1817.03	1817.41	4136	0	6
2023.02.27	22:00:00	1817.40	1818.08	1815.99	1817.25	4185	0	7
2023.02.27	23:00:00	1817.17	1817.46	1816.41	1817.25	1372	0	5
2023.02.28	01:00:00	1817.16	1817.74	1816.99	1817.12	985	0	8
2023.02.28	02:00:00	1817.12	1818.11	1816.11	1816.51	2044	0	11
2023.02.28	03:00:00	1816.53	1818.15	1815.43	1817.26	3233	0	7
2023.02.28	04:00:00	1817.26	1819.45	1816.50	1817.84	3055	0	6
2023.02.28	05:00:00	1817.84	1817.88	1814.75	1814.93	2283	0	5
2023.02.28	06:00:00	1814.93	1815.52	1813.90	1814.45	1915	0	5
2023.02.28	07:00:00	1814.46	1814.60	1812.23	1813.35	3032	0	6
2023.02.28	08:00:00	1813.35	1816.98	1812.65	1815.75	3378	0	7
2023.02.28	09:00:00	1815.75	1815.87	1810.19	1810.46	5101	0	6
2023.02.28	10:00:00	1810.57	1812.63	1804.69	1810.70	7963	0	6
2023.02.28	11:00:00	1810.73	1813.04	1809.57	1810.36	5175	0	7
2023.02.28	12:00:00	1810.38	1811.78	1808.09	1809.00	4054	0	7
2023.02.28	13:00:00	1809.02	1810.84	1807.80	1809.04	3694	0	7
2023.02.28	14:00:00	1808.96	1809.84	1807.84	1809.33	4435	0	6
2023.02.28	15:00:00	1809.35	1814.26	1807.29	1814.07	8076	0	6
2023.02.28	16:00:00	1814.02	1819.02	1813.02	1818.76	10470	0	0
2023.02.28	17:00:00	1821.93	1826.79	1820.79	1824.19	14607	0	0
2023.02.28	18:00:00	1824.13	1828.29	1824.09	1826.73	7699	0	0
2023.02.28	19:00:00	1826.74	1831.18	1826.45	1829.30	7260	0	6
2023.02.28	20:00:00	1829.31	1830.83	1828.04	1828.20	5381	0	8
2023.02.28	21:00:00	1828.20	1830.40	1828.00	1828.96	3939	0	0
2023.02.28	22:00:00	1828.98	1829.32	1826.32	1826.51	4583	0	7
2023.02.28	23:00:00	1826.53	1827.50	1826.27	1826.50	2236	0	6
2023.03.01	01:00:00	1826.61	1827.36	1825.37	1825.55	949	0	3
2023.03.01	02:00:00	1825.51	1825.60	1823.08	1823.47	2828	0	10
2023.03.01	03:00:00	1823.56	1829.47	1823.27	1829.16	4664	0	7
2023.03.01	04:00:00	1829.14	1829.30	1827.40	1827.81	3229	0	6
2023.03.01	05:00:00	1827.70	1831.19	1827.49	1830.99	3354	0	5
2023.03.01	06:00:00	1830.97	1831.69	1829.96	1830.04	1962	0	6
2023.03.01	07:00:00	1830.05	1832.71	1829.95	1831.16	3168	0	6
2023.03.01	08:00:00	1831.16	1836.80	1831.03	1834.78	4421	0	5
2023.03.01	09:00:00	1834.74	1836.03	1831.29	1835.65	5566	0	5
2023.03.01	10:00:00	1835.64	1835.98	1832.42	1835.86	6926	0	6
2023.03.01	11:00:00	1835.87	1838.04	1830.42	1831.72	6091	0	6
2023.03.01	12:00:00	1831.72	1835.00	1830.81	1834.89	4983	0	7
2023.03.01	13:00:00	1834.89	1838.56	1834.48	1835.32	5275	0	7
2023.03.01	14:00:00	1835.32	1840.61	1834.49	1840.61	5439	0	5
2023.03.01	15:00:00	1840.61	1841.70	1833.88	1837.25	9073	0	6
2023.03.01	16:00:00	1837.27	1844.50	1836.84	1842.26	11448	0	7
2023.03.01	17:00:00	1842.23	1844.55	1833.45	1842.07	16354	0	6
2023.03.01	18:00:00	1842.06	1842.22	1837.01	1841.46	8980	0	6
2023.03.01	19:00:00	1841.46	1841.71	1836.65	1837.19	6170	0	8
2023.03.01	20:00:00	1837.25	1839.13	1836.50	1838.54	4659	0	8
2023.03.01	21:00:00	1838.46	1838.98	1837.40	1838.38	3734	0	8
2023.03.01	22:00:00	1838.38	1838.97	1837.07	1837.37	3665	0	7
2023.03.01	23:00:00	1837.37	1837.65	1836.51	1836.56	1285	0	1
2023.03.02	01:00:00	1837.16	1838.46	1836.55	1836.57	1179	0	10
2023.03.02	02:00:00	1836.55	1838.12	1835.49	1835.64	2585	0	11
2023.03.02	03:00:00	1835.66	1836.05	1831.05	1833.10	5417	0	5
2023.03.02	04:00:00	1833.12	1835.98	1832.65	1834.51	3925	0	6
2023.03.02	05:00:00	1834.47	1834.91	1832.75	1833.46	2814	0	7
2023.03.02	06:00:00	1833.50	1834.85	1833.28	1834.46	1479	0	5
2023.03.02	07:00:00	1834.46	1834.82	1832.25	1833.55	2430	0	6
2023.03.02	08:00:00	1833.55	1833.72	1831.90	1832.20	2959	0	7
2023.03.02	09:00:00	1832.20	1833.79	1830.30	1831.67	5244	0	5
2023.03.02	10:00:00	1831.67	1834.72	1829.99	1833.95	6664	0	7
2023.03.02	11:00:00	1833.94	1835.24	1831.04	1831.96	5416	0	6
2023.03.02	12:00:00	1831.94	1832.65	1830.49	1831.64	5134	0	6
2023.03.02	13:00:00	1831.63	1837.35	1831.43	1836.73	5057	0	6
2023.03.02	14:00:00	1836.70	1837.61	1831.01	1832.54	5811	0	7
2023.03.02	15:00:00	1832.59	1834.76	1830.08	1832.33	9838	0	6
2023.03.02	16:00:00	1832.32	1838.21	1832.03	1836.69	11588	0	7
2023.03.02	17:00:00	1836.69	1839.01	1834.09	1836.67	10757	0	6
2023.03.02	18:00:00	1836.67	1838.71	1835.96	1836.09	6235	0	7
2023.03.02	19:00:00	1836.15	1836.33	1832.31	1833.76	5533	0	8
2023.03.02	20:00:00	1833.76	1837.25	1832.86	1835.91	5396	0	7
2023.03.02	21:00:00	1835.95	1836.90	1835.09	1835.63	4212	0	8
2023.03.02	22:00:00	1835.63	1838.12	1834.94	1836.18	4071	0	6
2023.03.02	23:00:00	1836.18	1836.51	1835.33	1835.60	1633	0	9
2023.03.03	01:00:00	1836.22	1838.14	1836.07	1837.83	1281	0	10
2023.03.03	02:00:00	1837.75	1840.53	1837.74	1839.47	2799	0	13
2023.03.03	03:00:00	1839.46	1841.51	1838.09	1838.77	5203	0	7
2023.03.03	04:00:00	1838.77	1841.09	1838.35	1838.63	3713	0	8
2023.03.03	05:00:00	1838.63	1840.08	1838.15	1838.79	2564	0	6
2023.03.03	06:00:00	1838.79	1839.41	1838.05	1838.47	1377	0	6
2023.03.03	07:00:00	1838.44	1839.97	1837.88	1839.06	2257	0	7
2023.03.03	08:00:00	1839.09	1844.39	1838.91	1843.35	3346	0	6
2023.03.03	09:00:00	1843.35	1844.87	1842.05	1842.76	4146	0	6
2023.03.03	10:00:00	1842.78	1845.75	1842.74	1844.36	5232	0	7
2023.03.03	11:00:00	1844.28	1847.38	1844.22	1845.81	5732	0	6
2023.03.03	12:00:00	1845.94	1847.85	1845.20	1846.97	4116	0	7
