<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.01.29	23:45:00	2031.61	2032.71	2031.32	2032.70	421	0	5
2024.01.30	01:00:00	2032.92	2033.31	2032.19	2032.80	624	0	5
2024.01.30	01:15:00	2032.82	2033.32	2029.15	2030.90	1866	0	5
2024.01.30	01:30:00	2030.92	2031.14	2030.24	2030.90	621	0	20
2024.01.30	01:45:00	2030.88	2031.74	2030.80	2031.08	567	0	5
2024.01.30	02:00:00	2031.06	2031.87	2030.81	2031.37	816	0	5
2024.01.30	02:15:00	2031.34	2033.07	2031.22	2032.61	985	0	5
2024.01.30	02:30:00	2032.62	2033.74	2032.07	2033.58	1017	0	20
2024.01.30	02:45:00	2033.58	2034.13	2033.06	2033.56	1035	0	5
2024.01.30	03:00:00	2033.56	2033.92	2031.45	2032.21	1873	0	20
2024.01.30	03:15:00	2032.19	2032.29	2030.50	2031.51	1450	0	20
2024.01.30	03:30:00	2031.51	2031.97	2030.85	2031.31	1187	0	20
2024.01.30	03:45:00	2031.32	2031.67	2030.75	2031.03	865	0	20
2024.01.30	04:00:00	2031.03	2031.04	2029.96	2030.43	1086	0	20
2024.01.30	04:15:00	2030.53	2031.00	2029.67	2030.39	831	0	5
2024.01.30	04:30:00	2030.41	2031.19	2030.12	2030.42	820	0	20
2024.01.30	04:45:00	2030.44	2032.50	2030.32	2031.91	1296	0	5
2024.01.30	05:00:00	2031.93	2032.37	2031.58	2031.87	856	0	20
2024.01.30	05:15:00	2031.83	2032.23	2031.24	2032.02	765	0	20
2024.01.30	05:30:00	2032.02	2032.61	2031.85	2032.19	572	0	5
2024.01.30	05:45:00	2032.19	2032.46	2031.66	2032.04	482	0	5
2024.01.30	06:00:00	2031.94	2032.82	2031.77	2032.60	484	0	5
2024.01.30	06:15:00	2032.58	2033.05	2032.08	2032.83	490	0	5
2024.01.30	06:30:00	2032.85	2033.03	2031.62	2032.08	707	0	5
2024.01.30	06:45:00	2032.06	2032.14	2031.05	2031.69	822	0	20
2024.01.30	07:00:00	2031.67	2032.52	2031.39	2032.20	730	0	5
2024.01.30	07:15:00	2032.17	2033.10	2031.76	2032.77	852	0	20
2024.01.30	07:30:00	2032.77	2033.36	2032.07	2032.86	1430	0	5
2024.01.30	07:45:00	2032.85	2033.12	2031.85	2032.11	965	0	5
2024.01.30	08:00:00	2032.13	2035.18	2031.97	2035.16	1722	0	20
2024.01.30	08:15:00	2035.14	2035.94	2034.19	2035.55	2822	0	20
2024.01.30	08:30:00	2035.55	2035.87	2034.26	2034.94	2635	0	19
2024.01.30	08:45:00	2034.95	2034.95	2033.43	2034.42	3512	0	19
2024.01.30	09:00:00	2034.42	2035.24	2033.98	2034.84	2947	0	19
2024.01.30	09:15:00	2034.85	2036.18	2034.14	2035.90	3709	0	19
2024.01.30	09:30:00	2035.92	2040.48	2035.48	2038.13	7268	0	16
2024.01.30	09:45:00	2038.14	2038.89	2037.70	2037.86	5169	0	16
2024.01.30	10:00:00	2037.87	2038.69	2036.92	2037.90	8423	0	16
2024.01.30	10:15:00	2037.90	2039.53	2037.69	2038.40	5814	0	16
2024.01.30	10:30:00	2038.38	2038.99	2037.01	2038.12	5415	0	16
2024.01.30	10:45:00	2038.11	2038.95	2037.65	2038.29	4194	0	16
2024.01.30	11:00:00	2038.30	2038.72	2037.79	2038.09	3498	0	16
2024.01.30	11:15:00	2038.10	2038.34	2036.56	2036.95	4517	0	16
2024.01.30	11:30:00	2036.95	2038.30	2036.34	2037.35	3704	0	16
2024.01.30	11:45:00	2037.33	2037.33	2034.91	2035.70	5049	0	16
2024.01.30	12:00:00	2035.70	2036.59	2035.39	2036.23	4305	0	16
2024.01.30	12:15:00	2036.33	2037.27	2035.82	2036.06	3005	0	16
2024.01.30	12:30:00	2036.05	2037.41	2035.86	2037.14	3739	0	16
2024.01.30	12:45:00	2037.13	2037.21	2034.97	2035.53	2996	0	16
2024.01.30	13:00:00	2035.53	2036.18	2034.94	2035.21	2776	0	16
2024.01.30	13:15:00	2035.20	2035.25	2030.78	2033.01	5828	0	16
2024.01.30	13:30:00	2032.99	2033.75	2032.46	2033.36	4201	0	16
2024.01.30	13:45:00	2033.35	2034.55	2033.12	2034.22	3829	0	16
2024.01.30	14:00:00	2034.22	2034.55	2033.64	2034.29	3801	0	16
2024.01.30	14:15:00	2034.31	2036.27	2034.22	2035.45	4520	0	16
2024.01.30	14:30:00	2035.55	2035.98	2033.53	2034.82	4058	0	16
2024.01.30	14:45:00	2034.78	2036.42	2033.88	2035.96	4310	0	16
2024.01.30	15:00:00	2035.85	2036.74	2033.17	2033.55	7742	0	16
2024.01.30	15:15:00	2033.55	2035.93	2033.14	2035.29	9584	0	16
2024.01.30	15:30:00	2035.29	2036.77	2034.82	2036.72	9050	0	16
2024.01.30	15:45:00	2036.72	2038.04	2035.91	2037.69	9940	0	16
2024.01.30	16:00:00	2037.70	2043.57	2037.23	2042.70	11339	0	16
2024.01.30	16:15:00	2042.69	2048.64	2042.50	2047.49	15444	0	16
2024.01.30	16:30:00	2047.51	2048.34	2045.53	2046.98	17170	0	16
2024.01.30	16:45:00	2046.99	2047.57	2045.54	2046.47	11943	0	16
2024.01.30	17:00:00	2046.48	2048.20	2035.30	2035.75	28148	0	16
2024.01.30	17:15:00	2035.75	2035.80	2028.96	2031.90	25139	0	16
2024.01.30	17:30:00	2031.90	2033.59	2030.06	2031.55	15948	0	16
2024.01.30	17:45:00	2031.55	2033.77	2031.11	2032.68	10526	0	16
2024.01.30	18:00:00	2032.71	2033.68	2032.18	2033.33	9408	0	16
2024.01.30	18:15:00	2033.32	2033.67	2031.63	2032.94	9590	0	16
2024.01.30	18:30:00	2032.94	2034.19	2032.34	2034.01	7380	0	16
2024.01.30	18:45:00	2034.00	2036.13	2033.97	2035.78	6224	0	16
2024.01.30	19:00:00	2035.78	2036.21	2035.16	2035.68	4459	0	16
2024.01.30	19:15:00	2035.78	2035.88	2034.35	2035.19	5278	0	18
2024.01.30	19:30:00	2035.18	2035.25	2033.45	2033.63	5286	0	18
2024.01.30	19:45:00	2033.65	2034.08	2032.96	2033.86	4795	0	18
2024.01.30	20:00:00	2033.85	2033.85	2031.89	2032.80	4796	0	18
2024.01.30	20:15:00	2032.81	2033.77	2032.33	2032.69	4909	0	18
2024.01.30	20:30:00	2032.71	2033.22	2031.36	2031.86	3430	0	18
2024.01.30	20:45:00	2031.76	2033.20	2031.65	2032.77	3338	0	18
2024.01.30	21:00:00	2032.78	2034.58	2032.23	2034.56	4552	0	18
2024.01.30	21:15:00	2034.55	2036.03	2034.46	2035.68	4210	0	18
2024.01.30	21:30:00	2035.69	2037.09	2035.50	2036.59	4244	0	18
2024.01.30	21:45:00	2036.58	2036.94	2035.79	2036.08	3721	0	18
2024.01.30	22:00:00	2036.07	2036.51	2035.18	2035.43	2920	0	18
2024.01.30	22:15:00	2035.44	2036.68	2035.26	2036.49	2041	0	18
2024.01.30	22:30:00	2036.49	2036.72	2035.48	2036.08	2805	0	18
2024.01.30	22:45:00	2036.10	2036.30	2035.67	2035.97	2033	0	18
2024.01.30	23:00:00	2035.94	2036.20	2035.71	2035.88	544	0	5
2024.01.30	23:15:00	2035.98	2036.30	2035.77	2036.11	387	0	6
2024.01.30	23:30:00	2036.11	2036.81	2036.01	2036.46	454	0	24
2024.01.30	23:45:00	2036.48	2036.88	2036.17	2036.87	354	0	21
2024.01.31	01:00:00	2036.95	2037.26	2036.12	2036.39	424	0	5
2024.01.31	01:15:00	2036.38	2036.58	2035.97	2036.00	252	0	5
2024.01.31	01:30:00	2036.00	2036.49	2035.56	2036.34	558	0	20
2024.01.31	01:45:00	2036.31	2036.89	2036.09	2036.42	531	0	20
2024.01.31	02:00:00	2036.42	2038.08	2036.38	2037.77	1244	0	20
2024.01.31	02:15:00	2037.79	2038.71	2037.35	2037.37	961	0	20
2024.01.31	02:30:00	2037.35	2037.79	2035.78	2036.17	1224	0	20
2024.01.31	02:45:00	2036.07	2036.77	2035.73	2036.09	858	0	20
2024.01.31	03:00:00	2036.07	2037.23	2035.80	2036.47	1566	0	20
2024.01.31	03:15:00	2036.50	2036.65	2035.66	2036.00	841	0	20
2024.01.31	03:30:00	2035.98	2036.47	2034.88	2035.30	1549	0	20
2024.01.31	03:45:00	2035.20	2035.57	2034.37	2034.68	1039	0	20
2024.01.31	04:00:00	2034.66	2034.87	2033.43	2033.86	1326	0	20
2024.01.31	04:15:00	2033.84	2034.50	2032.77	2033.03	1169	0	20
2024.01.31	04:30:00	2033.03	2033.95	2032.94	2033.71	1190	0	20
2024.01.31	04:45:00	2033.74	2033.89	2032.73	2033.63	897	0	20
2024.01.31	05:00:00	2033.61	2034.25	2033.43	2033.80	861	0	5
2024.01.31	05:15:00	2033.80	2033.94	2033.34	2033.51	588	0	20
2024.01.31	05:30:00	2033.50	2033.84	2032.89	2033.46	526	0	5
2024.01.31	05:45:00	2033.43	2034.02	2033.33	2033.86	559	0	5
2024.01.31	06:00:00	2033.84	2033.91	2033.10	2033.54	472	0	5
2024.01.31	06:15:00	2033.52	2034.23	2033.34	2033.74	475	0	5
2024.01.31	06:30:00	2033.71	2034.28	2033.59	2034.07	487	0	20
2024.01.31	06:45:00	2034.17	2034.86	2033.93	2034.51	761	0	20
2024.01.31	07:00:00	2034.50	2034.53	2033.73	2033.86	770	0	5
2024.01.31	07:15:00	2033.76	2034.04	2033.16	2033.47	931	0	20
2024.01.31	07:30:00	2033.47	2033.95	2033.13	2033.63	846	0	5
2024.01.31	07:45:00	2033.73	2035.21	2033.40	2035.02	1296	0	20
2024.01.31	08:00:00	2035.12	2035.86	2034.89	2035.12	1572	0	20
2024.01.31	08:15:00	2035.02	2035.21	2034.20	2034.45	1182	0	7
2024.01.31	08:30:00	2034.46	2034.72	2033.54	2034.10	2136	0	19
2024.01.31	08:45:00	2034.09	2034.57	2033.72	2034.27	1438	0	19
2024.01.31	09:00:00	2034.26	2036.84	2033.78	2036.55	3100	0	19
2024.01.31	09:15:00	2036.58	2037.82	2036.42	2037.22	4067	0	19
2024.01.31	09:30:00	2037.24	2038.53	2036.31	2036.54	5239	0	16
2024.01.31	09:45:00	2036.55	2037.54	2035.56	2036.66	6493	0	16
2024.01.31	10:00:00	2036.66	2037.75	2036.00	2037.39	5682	0	16
2024.01.31	10:15:00	2037.29	2039.46	2037.09	2038.37	5173	0	16
2024.01.31	10:30:00	2038.37	2040.50	2038.37	2039.81	6357	0	16
2024.01.31	10:45:00	2039.81	2040.34	2038.75	2039.15	5238	0	16
2024.01.31	11:00:00	2039.12	2039.54	2037.89	2038.39	5421	0	16
2024.01.31	11:15:00	2038.39	2039.81	2038.08	2039.58	4930	0	16
2024.01.31	11:30:00	2039.59	2039.89	2038.98	2039.37	4072	0	16
2024.01.31	11:45:00	2039.37	2039.87	2037.79	2038.18	4582	0	16
2024.01.31	12:00:00	2038.18	2038.62	2037.15	2037.62	3728	0	16
2024.01.31	12:15:00	2037.52	2038.27	2037.32	2037.55	2970	0	16
2024.01.31	12:30:00	2037.56	2038.28	2036.74	2036.98	3461	0	16
2024.01.31	12:45:00	2036.98	2037.62	2036.49	2037.00	1453	0	5
2024.01.31	13:00:00	2037.00	2039.01	2036.73	2038.14	4260	0	16
2024.01.31	13:15:00	2038.13	2038.68	2037.39	2038.07	2869	0	16
2024.01.31	13:30:00	2038.07	2038.49	2037.35	2037.56	2513	0	16
2024.01.31	13:45:00	2037.55	2037.87	2036.82	2037.27	2794	0	16
2024.01.31	14:00:00	2037.26	2038.51	2037.00	2038.01	3492	0	16
2024.01.31	14:15:00	2038.00	2039.28	2037.78	2038.20	3515	0	16
2024.01.31	14:30:00	2038.30	2038.83	2037.70	2038.49	3664	0	16
2024.01.31	14:45:00	2038.49	2039.68	2038.17	2038.38	4519	0	16
2024.01.31	15:00:00	2038.39	2038.64	2035.92	2036.57	8241	0	16
2024.01.31	15:15:00	2036.57	2040.07	2036.48	2038.07	12349	0	16
2024.01.31	15:30:00	2038.07	2042.12	2037.77	2040.88	17255	0	16
2024.01.31	15:45:00	2040.89	2043.29	2040.02	2041.80	12530	0	16
2024.01.31	16:00:00	2041.80	2044.54	2040.62	2044.35	10817	0	16
2024.01.31	16:15:00	2044.35	2044.74	2042.65	2044.38	9187	0	16
2024.01.31	16:30:00	2044.37	2050.64	2044.04	2049.67	17068	0	16
2024.01.31	16:45:00	2049.67	2055.38	2049.64	2051.68	22555	0	16
2024.01.31	17:00:00	2051.68	2056.07	2050.29	2053.04	20294	0	16
2024.01.31	17:15:00	2053.03	2056.01	2051.09	2052.38	17244	0	16
2024.01.31	17:30:00	2052.38	2054.15	2051.86	2052.58	15765	0	16
2024.01.31	17:45:00	2052.59	2054.16	2051.46	2052.32	12341	0	16
2024.01.31	18:00:00	2052.33	2053.70	2047.35	2048.25	13554	0	16
2024.01.31	18:15:00	2048.25	2051.30	2048.21	2050.67	11258	0	16
2024.01.31	18:30:00	2050.67	2051.46	2048.97	2049.27	9711	0	16
2024.01.31	18:45:00	2049.17	2051.54	2047.73	2049.96	10202	0	16
2024.01.31	19:00:00	2049.95	2051.11	2049.15	2050.10	7001	0	18
2024.01.31	19:15:00	2050.09	2050.51	2049.27	2049.68	6311	0	18
2024.01.31	19:30:00	2049.69	2050.58	2049.25	2050.13	5522	0	18
2024.01.31	19:45:00	2050.14	2050.25	2049.13	2049.71	5658	0	18
2024.01.31	20:00:00	2049.70	2049.70	2047.84	2048.12	6190	0	18
2024.01.31	20:15:00	2048.13	2049.39	2047.72	2049.24	7085	0	18
2024.01.31	20:30:00	2049.23	2049.90	2046.53	2047.01	6489	0	18
2024.01.31	20:45:00	2046.98	2047.12	2045.59	2046.31	5036	0	18
2024.01.31	21:00:00	2046.29	2048.58	2039.48	2045.17	26706	0	18
2024.01.31	21:15:00	2045.16	2046.17	2040.47	2042.40	16832	0	18
2024.01.31	21:30:00	2042.44	2050.68	2040.77	2048.89	35966	0	18
2024.01.31	21:45:00	2048.90	2050.84	2044.28	2044.87	24696	0	18
2024.01.31	22:00:00	2044.86	2045.98	2030.79	2036.41	18176	0	7
2024.01.31	22:15:00	2036.43	2038.31	2032.98	2033.54	10460	0	7
2024.01.31	22:30:00	2033.52	2035.79	2030.82	2034.63	15784	0	18
2024.01.31	22:45:00	2034.64	2035.57	2033.03	2034.73	9455	0	18
2024.01.31	23:00:00	2034.70	2036.67	2033.26	2036.67	3576	0	18
2024.01.31	23:15:00	2036.62	2040.10	2036.28	2038.82	2920	0	29
2024.01.31	23:30:00	2038.84	2038.90	2037.71	2038.28	1856	0	29
2024.01.31	23:45:00	2038.31	2039.23	2036.42	2039.20	1658	0	5
2024.02.01	01:00:00	2038.97	2041.38	2038.84	2040.94	1397	0	3
2024.02.01	01:15:00	2040.92	2041.33	2039.94	2041.21	896	0	5
2024.02.01	01:30:00	2041.19	2041.19	2039.91	2040.47	582	0	5
2024.02.01	01:45:00	2040.47	2041.29	2039.37	2039.87	839	0	20
2024.02.01	02:00:00	2039.89	2040.42	2039.18	2039.82	1164	0	5
2024.02.01	02:15:00	2039.82	2041.22	2039.63	2041.08	914	0	20
2024.02.01	02:30:00	2041.06	2042.72	2040.94	2041.91	1578	0	20
2024.02.01	02:45:00	2042.03	2042.03	2040.34	2040.65	1131	0	20
2024.02.01	03:00:00	2040.67	2041.36	2039.89	2040.61	2158	0	20
2024.02.01	03:15:00	2040.61	2041.13	2039.99	2040.37	1531	0	20
2024.02.01	03:30:00	2040.37	2041.90	2039.99	2041.49	1517	0	20
2024.02.01	03:45:00	2041.49	2041.89	2040.95	2041.31	1208	0	20
2024.02.01	04:00:00	2041.27	2046.10	2041.15	2045.91	2632	0	20
2024.02.01	04:15:00	2045.93	2049.66	2045.90	2046.53	2764	0	20
2024.02.01	04:30:00	2046.53	2047.38	2046.30	2046.93	1428	0	20
2024.02.01	04:45:00	2046.94	2047.50	2046.56	2046.98	1223	0	20
2024.02.01	05:00:00	2046.95	2048.55	2045.82	2046.43	2033	0	20
2024.02.01	05:15:00	2046.44	2047.12	2045.75	2046.71	1427	0	20
2024.02.01	05:30:00	2046.69	2046.80	2045.45	2046.03	1202	0	20
2024.02.01	05:45:00	2045.99	2046.96	2045.89	2046.25	710	0	20
2024.02.01	06:00:00	2046.25	2046.67	2045.82	2046.11	723	0	20
2024.02.01	06:15:00	2046.09	2046.21	2045.18	2045.45	1026	0	20
2024.02.01	06:30:00	2045.45	2046.64	2044.87	2046.25	939	0	20
2024.02.01	06:45:00	2046.25	2046.54	2045.39	2045.72	763	0	20
2024.02.01	07:00:00	2045.68	2045.82	2044.75	2045.32	1236	0	20
2024.02.01	07:15:00	2045.30	2045.79	2044.92	2045.37	890	0	20
2024.02.01	07:30:00	2045.35	2046.35	2044.51	2045.07	1576	0	20
2024.02.01	07:45:00	2044.97	2045.26	2044.17	2044.48	1277	0	20
2024.02.01	08:00:00	2044.59	2044.93	2043.67	2043.92	1715	0	20
2024.02.01	08:15:00	2043.90	2044.18	2042.32	2043.28	2486	0	20
2024.02.01	08:30:00	2043.29	2044.24	2042.78	2043.10	2862	0	19
2024.02.01	08:45:00	2043.11	2044.03	2042.81	2043.56	2298	0	19
2024.02.01	09:00:00	2043.57	2043.63	2041.80	2042.70	3851	0	19
2024.02.01	09:15:00	2042.69	2044.12	2042.05	2042.71	4495	0	19
2024.02.01	09:30:00	2042.73	2044.20	2041.55	2042.54	5239	0	16
2024.02.01	09:45:00	2042.52	2043.00	2041.04	2042.99	6492	0	16
2024.02.01	10:00:00	2042.98	2042.98	2039.36	2040.07	7963	0	16
2024.02.01	10:15:00	2040.07	2041.96	2038.92	2040.86	7493	0	16
2024.02.01	10:30:00	2040.85	2042.72	2040.55	2042.20	7106	0	16
2024.02.01	10:45:00	2042.20	2042.30	2040.15	2041.94	5991	0	16
2024.02.01	11:00:00	2041.96	2042.20	2040.52	2041.48	4540	0	16
2024.02.01	11:15:00	2041.47	2042.68	2041.16	2042.49	5947	0	16
2024.02.01	11:30:00	2042.48	2042.89	2040.39	2040.80	4821	0	16
2024.02.01	11:45:00	2040.80	2041.04	2040.22	2040.94	3957	0	16
2024.02.01	12:00:00	2040.94	2041.28	2038.12	2038.67	6120	0	16
2024.02.01	12:15:00	2038.68	2039.73	2037.27	2037.49	5198	0	16
2024.02.01	12:30:00	2037.49	2038.39	2033.91	2035.21	6866	0	16
2024.02.01	12:45:00	2035.22	2035.42	2030.84	2031.96	7666	0	16
2024.02.01	13:00:00	2031.97	2032.56	2029.93	2031.64	9150	0	16
2024.02.01	13:15:00	2031.64	2033.87	2030.87	2032.91	7495	0	16
2024.02.01	13:30:00	2032.91	2033.05	2030.54	2032.17	7241	0	16
2024.02.01	13:45:00	2032.16	2034.55	2031.60	2033.53	6567	0	16
2024.02.01	14:00:00	2033.43	2033.89	2031.65	2032.42	7219	0	16
2024.02.01	14:15:00	2032.52	2032.62	2030.20	2032.20	7531	0	13
2024.02.01	14:30:00	2032.20	2033.86	2031.05	2033.60	7760	0	16
2024.02.01	14:45:00	2033.60	2034.58	2032.68	2034.11	8490	0	16
2024.02.01	15:00:00	2034.31	2035.07	2032.14	2033.63	11924	0	16
2024.02.01	15:15:00	2033.64	2034.22	2030.72	2031.90	11787	0	16
2024.02.01	15:30:00	2031.93	2041.98	2031.91	2041.07	19687	0	16
2024.02.01	15:45:00	2041.07	2042.08	2039.67	2039.93	12146	0	16
2024.02.01	16:00:00	2039.93	2046.80	2039.87	2045.71	13567	0	16
2024.02.01	16:15:00	2045.71	2048.36	2045.17	2047.93	11965	0	16
2024.02.01	16:30:00	2047.94	2049.91	2047.21	2048.93	16523	0	16
2024.02.01	16:45:00	2048.92	2050.89	2045.70	2046.12	17637	0	16
2024.02.01	17:00:00	2046.32	2048.90	2039.80	2048.53	24056	0	16
2024.02.01	17:15:00	2048.52	2050.53	2046.19	2048.91	17927	0	16
2024.02.01	17:30:00	2048.91	2051.70	2048.04	2051.46	13256	0	16
2024.02.01	17:45:00	2051.46	2053.08	2049.54	2051.87	14778	0	16
2024.02.01	18:00:00	2051.85	2060.00	2051.74	2059.73	18493	0	16
2024.02.01	18:15:00	2059.79	2061.36	2056.42	2059.38	16160	0	16
2024.02.01	18:30:00	2059.39	2063.89	2059.37	2063.77	15554	0	16
2024.02.01	18:45:00	2063.76	2065.54	2058.84	2059.40	16424	0	16
2024.02.01	19:00:00	2059.39	2062.45	2059.15	2060.79	13926	0	16
2024.02.01	19:15:00	2060.77	2061.58	2059.46	2059.92	10527	0	18
2024.02.01	19:30:00	2059.91	2062.21	2052.79	2053.08	12996	0	18
2024.02.01	19:45:00	2053.07	2056.08	2051.21	2054.55	15407	0	18
2024.02.01	20:00:00	2054.52	2055.46	2052.01	2054.76	12629	0	18
2024.02.01	20:15:00	2054.77	2056.02	2052.66	2054.21	12470	0	18
2024.02.01	20:30:00	2054.20	2058.80	2053.92	2057.49	12676	0	18
2024.02.01	20:45:00	2057.50	2058.57	2055.14	2055.53	7851	0	18
2024.02.01	21:00:00	2055.54	2058.19	2055.28	2057.80	5435	0	18
2024.02.01	21:15:00	2057.79	2058.02	2055.21	2056.24	5306	0	18
2024.02.01	21:30:00	2056.24	2056.79	2054.05	2056.46	6347	0	18
2024.02.01	21:45:00	2056.46	2056.77	2054.10	2054.76	5896	0	18
2024.02.01	22:00:00	2054.76	2055.70	2053.68	2054.02	4302	0	18
2024.02.01	22:15:00	2054.03	2055.12	2053.35	2055.08	2904	0	18
2024.02.01	22:30:00	2054.98	2055.76	2054.62	2055.20	3448	0	18
2024.02.01	22:45:00	2055.21	2055.75	2054.48	2055.53	4115	0	18
2024.02.01	23:00:00	2055.47	2055.47	2053.91	2054.26	865	0	29
2024.02.01	23:15:00	2054.28	2054.53	2053.72	2054.11	717	0	29
2024.02.01	23:30:00	2054.09	2055.10	2053.79	2054.75	650	0	29
2024.02.01	23:45:00	2054.77	2055.34	2054.19	2054.98	640	0	5
2024.02.02	01:00:00	2054.88	2055.81	2054.42	2055.61	673	0	5
2024.02.02	01:15:00	2055.61	2056.26	2055.31	2055.88	572	0	5
2024.02.02	01:30:00	2055.88	2056.13	2055.18	2055.34	504	0	5
2024.02.02	01:45:00	2055.32	2055.42	2054.58	2054.78	454	0	5
2024.02.02	02:00:00	2054.78	2055.97	2054.58	2055.51	863	0	20
2024.02.02	02:15:00	2055.51	2056.22	2055.01	2056.07	561	0	5
2024.02.02	02:30:00	2056.05	2056.99	2055.61	2056.14	940	0	20
2024.02.02	02:45:00	2056.12	2056.51	2054.47	2054.96	829	0	20
2024.02.02	03:00:00	2054.96	2056.09	2053.79	2053.82	1477	0	20
2024.02.02	03:15:00	2053.92	2054.24	2052.77	2053.62	1616	0	20
2024.02.02	03:30:00	2053.60	2054.36	2053.16	2053.75	1421	0	20
2024.02.02	03:45:00	2053.73	2054.79	2053.56	2054.69	1385	0	20
2024.02.02	04:00:00	2054.69	2055.45	2052.76	2053.11	1579	0	20
2024.02.02	04:15:00	2053.09	2053.54	2051.80	2052.64	1210	0	20
2024.02.02	04:30:00	2052.66	2053.29	2052.46	2052.86	878	0	20
2024.02.02	04:45:00	2052.88	2053.97	2052.67	2053.77	1044	0	20
2024.02.02	05:00:00	2053.75	2055.01	2053.52	2054.21	1047	0	20
2024.02.02	05:15:00	2054.23	2054.48	2053.51	2054.09	674	0	20
2024.02.02	05:30:00	2054.09	2054.72	2053.88	2054.52	699	0	5
2024.02.02	05:45:00	2054.50	2054.95	2053.87	2054.55	525	0	5
2024.02.02	06:00:00	2054.53	2055.68	2054.49	2055.26	757	0	5
2024.02.02	06:15:00	2055.45	2055.95	2054.49	2054.63	677	0	5
2024.02.02	06:30:00	2054.62	2055.05	2054.33	2054.34	358	0	20
2024.02.02	06:45:00	2054.34	2055.18	2053.99	2055.06	664	0	20
2024.02.02	07:00:00	2055.06	2055.51	2054.42	2054.72	783	0	20
2024.02.02	07:15:00	2054.72	2056.34	2054.65	2056.05	1154	0	20
2024.02.02	07:30:00	2056.03	2056.52	2055.19	2056.08	1334	0	20
2024.02.02	07:45:00	2056.18	2056.61	2055.32	2055.47	1034	0	20
2024.02.02	08:00:00	2055.50	2056.95	2055.17	2056.27	1263	0	8
2024.02.02	08:15:00	2056.25	2056.30	2054.20	2055.68	1938	0	20
2024.02.02	08:30:00	2055.69	2055.85	2054.77	2055.65	2419	0	19
2024.02.02	08:45:00	2055.62	2055.85	2054.02	2055.38	2944	0	19
2024.02.02	09:00:00	2055.39	2056.51	2054.61	2056.29	3236	0	19
2024.02.02	09:15:00	2056.28	2056.97	2055.34	2055.59	3498	0	19
2024.02.02	09:30:00	2055.60	2056.39	2054.98	2055.81	3352	0	16
2024.02.02	09:45:00	2055.82	2056.06	2054.72	2055.03	2720	0	16
2024.02.02	10:00:00	2055.02	2056.90	2054.52	2056.52	4005	0	16
2024.02.02	10:15:00	2056.63	2056.79	2054.93	2055.22	3025	0	16
2024.02.02	10:30:00	2055.22	2056.40	2054.95	2056.00	2620	0	16
2024.02.02	10:45:00	2055.99	2056.03	2053.53	2053.98	3294	0	16
2024.02.02	11:00:00	2053.98	2054.72	2053.02	2053.40	3803	0	16
2024.02.02	11:15:00	2053.40	2054.96	2053.17	2054.95	3089	0	5
2024.02.02	11:30:00	2054.74	2055.04	2053.87	2054.00	2526	0	16
2024.02.02	11:45:00	2054.01	2054.51	2052.57	2053.13	3086	0	16
2024.02.02	12:00:00	2053.03	2054.08	2052.86	2053.54	2668	0	16
2024.02.02	12:15:00	2053.53	2055.70	2053.31	2055.67	2580	0	16
2024.02.02	12:30:00	2055.69	2055.70	2053.60	2053.80	2743	0	16
2024.02.02	12:45:00	2053.90	2055.20	2053.52	2054.63	2300	0	16
2024.02.02	13:00:00	2054.64	2055.18	2053.61	2054.10	2142	0	5
2024.02.02	13:15:00	2054.10	2055.55	2053.58	2055.47	2641	0	16
2024.02.02	13:30:00	2055.47	2056.21	2055.05	2055.92	2710	0	16
2024.02.02	13:45:00	2055.82	2056.18	2055.20	2056.17	2219	0	16
2024.02.02	14:00:00	2056.17	2056.23	2055.00	2056.03	2372	0	16
2024.02.02	14:15:00	2056.03	2056.16	2055.17	2055.79	2183	0	16
2024.02.02	14:30:00	2055.78	2056.26	2054.83	2055.21	2887	0	16
2024.02.02	14:45:00	2055.20	2055.54	2053.65	2055.08	3363	0	16
2024.02.02	15:00:00	2055.08	2056.74	2054.65	2056.27	5975	0	16
2024.02.02	15:15:00	2056.28	2057.73	2051.47	2052.27	8876	0	16
2024.02.02	15:30:00	2052.24	2052.67	2032.95	2038.62	32067	0	16
2024.02.02	15:45:00	2038.64	2038.76	2029.35	2031.77	22012	0	16
2024.02.02	16:00:00	2031.78	2032.07	2027.73	2031.59	19504	0	16
2024.02.02	16:15:00	2031.60	2032.54	2029.78	2030.08	14364	0	16
2024.02.02	16:30:00	2030.09	2031.63	2027.73	2031.23	17584	0	16
2024.02.02	16:45:00	2031.22	2036.14	2031.21	2035.27	16659	0	16
2024.02.02	17:00:00	2035.29	2035.74	2031.09	2031.23	16033	0	16
2024.02.02	17:15:00	2031.24	2031.66	2028.48	2030.83	10955	0	16
2024.02.02	17:30:00	2030.83	2034.60	2028.94	2033.28	11081	0	16
2024.02.02	17:45:00	2033.27	2035.32	2032.68	2034.91	9958	0	16
2024.02.02	18:00:00	2034.91	2036.96	2034.21	2035.28	8752	0	16
2024.02.02	18:15:00	2035.28	2035.87	2033.94	2034.59	7029	0	16
2024.02.02	18:30:00	2034.60	2036.14	2032.98	2035.77	7388	0	16
2024.02.02	18:45:00	2035.75	2037.61	2035.18	2036.25	6276	0	16
2024.02.02	19:00:00	2036.24	2037.10	2034.10	2034.13	6194	0	18
