entry_time,exit_time,signal,entry_price,stop_loss,tp1,tp2,tp3,lot_size,risk_usd,outcome,net_pnl,r_multiple,tp1_hit,tp2_hit,bars_held,balance,bias,soft_score
2024-09-09 15:45:00,2024-09-09 17:00:00,long,2500.82,2497.12,2506.37,2510.07,2515.62,0.07,25.9,sl,-29.89,-1.154,False,False,5,9941.54,bullish,3
2024-09-12 15:15:00,2024-09-12 16:30:00,long,2520.73,2514.41,2530.21,2536.53,2546.01,0.04,25.28,tp3,48.28,1.91,True,True,5,9989.82,bullish,2
2024-09-13 10:45:00,2024-09-13 14:30:00,long,2569.66,2563.95,2578.22,2583.93,2592.5,0.04,22.84,sl,-25.12,-1.1,False,False,15,9964.7,bullish,2
2024-09-13 15:30:00,2024-09-17 18:30:00,long,2571.27,2562.98,2583.7,2591.99,2604.43,0.03,24.87,sl_after_tp1,14.86,0.598,True,False,196,9979.56,bullish,3
2024-09-18 14:45:00,2024-09-18 16:30:00,long,2577.36,2571.8,2585.7,2591.26,2599.6,0.04,22.24,sl,-24.52,-1.103,False,False,7,9955.04,bullish,3
2024-09-19 10:00:00,2024-09-20 15:00:00,long,2577.71,2568.06,2592.19,2601.84,2616.31,0.03,28.95,tp3,36.91,1.275,True,True,112,9991.95,bullish,2
2024-09-20 16:30:00,2024-09-23 06:15:00,long,2605.08,2598.97,2614.24,2620.36,2629.52,0.04,24.44,tp3,46.6,1.907,True,True,51,10038.55,bullish,2
2024-09-26 11:30:00,2024-09-26 14:30:00,long,2668.95,2665.06,2674.78,2678.67,2684.51,0.06,23.34,tp3,43.23,1.852,True,True,12,10081.78,bullish,3
2024-09-26 16:00:00,2024-09-26 16:15:00,long,2663.86,2660.5,2668.9,2672.26,2677.3,0.08,26.88,sl,-31.44,-1.17,False,False,1,10050.34,bullish,2
2024-10-01 10:45:00,2024-10-01 19:45:00,long,2645.52,2638.77,2655.64,2662.39,2672.52,0.04,27.0,tp3,51.7,1.915,True,True,36,10102.04,bullish,2
2024-10-07 11:15:00,2024-10-07 15:30:00,long,2653.23,2647.65,2661.6,2667.18,2675.55,0.05,27.9,sl,-30.75,-1.102,False,False,17,10071.29,bullish,3
2024-10-08 06:30:00,2024-10-08 09:30:00,long,2645.11,2639.76,2653.14,2658.48,2666.51,0.05,26.75,sl,-29.6,-1.107,False,False,12,10041.69,bullish,2
2024-10-09 13:45:00,2024-10-09 16:00:00,long,2621.06,2615.36,2629.61,2635.31,2643.86,0.04,22.8,sl,-25.08,-1.1,False,False,9,10016.61,bullish,3
2024-10-14 09:30:00,2024-10-14 12:30:00,long,2664.12,2657.55,2673.97,2680.54,2690.4,0.04,26.28,sl,-28.56,-1.087,False,False,12,9988.05,bullish,3
2024-10-14 13:30:00,2024-10-14 13:45:00,long,2659.4,2656.22,2664.17,2667.35,2672.12,0.08,25.44,sl,-30.0,-1.179,False,False,1,9958.05,bullish,2
2024-10-15 15:30:00,2024-10-15 15:45:00,long,2653.82,2649.15,2660.83,2665.5,2672.5,0.05,23.35,sl,-26.2,-1.122,False,False,1,9931.85,bullish,2
2024-10-18 15:30:00,2024-10-18 15:45:00,long,2714.5,2710.26,2720.86,2725.1,2731.46,0.06,25.44,sl,-28.86,-1.134,False,False,1,9902.99,bullish,2
2024-10-21 09:30:00,2024-10-21 17:45:00,long,2727.54,2723.04,2734.29,2738.79,2745.54,0.06,27.0,sl_after_tp2,50.58,1.873,True,True,33,9953.57,bullish,2
2024-10-22 06:00:00,2024-10-23 11:15:00,long,2731.49,2725.09,2741.09,2747.49,2757.09,0.04,25.6,tp3,48.92,1.911,True,True,113,10002.49,bullish,2
2024-10-24 09:30:00,2024-10-24 17:15:00,long,2734.69,2728.24,2744.37,2750.82,2760.49,0.04,25.8,sl,-28.08,-1.088,False,False,31,9974.41,bullish,3
2024-10-25 09:45:00,2024-10-25 10:30:00,long,2732.32,2727.25,2739.92,2745.0,2752.6,0.05,25.35,sl,-28.2,-1.112,False,False,3,9946.21,bullish,3
2024-10-28 10:30:00,2024-10-28 12:15:00,long,2732.91,2728.06,2740.18,2745.04,2752.31,0.05,24.25,sl,-27.1,-1.118,False,False,7,9919.11,bullish,2
2024-10-28 15:15:00,2024-10-29 16:15:00,long,2739.03,2731.96,2749.64,2756.71,2767.31,0.04,28.28,tp3,54.3,1.92,True,True,96,9973.41,bullish,3
2024-10-29 16:30:00,2024-10-31 15:45:00,long,2769.15,2757.87,2786.07,2797.35,2814.27,0.02,22.56,sl_after_tp1,4.5,0.199,True,False,181,9977.91,bullish,3
2024-11-01 08:00:00,2024-11-01 08:15:00,long,2756.67,2753.22,2761.84,2765.3,2770.47,0.07,24.15,sl,-28.14,-1.165,False,False,1,9949.77,bullish,3
2024-11-01 14:45:00,2024-11-01 16:30:00,long,2753.74,2745.55,2766.02,2774.21,2786.5,0.03,24.57,sl,-26.28,-1.07,False,False,7,9923.49,bullish,3
2024-11-04 09:00:00,2024-11-04 09:45:00,long,2742.7,2736.92,2751.37,2757.15,2765.82,0.04,23.12,sl,-25.4,-1.099,False,False,3,9898.09,bullish,2
2024-11-04 13:00:00,2024-11-04 18:45:00,long,2737.88,2732.91,2745.34,2750.31,2757.76,0.05,24.85,sl_after_tp1,-2.84,-0.114,True,False,23,9895.25,bullish,2
2024-11-07 14:45:00,2024-11-07 17:15:00,long,2673.65,2667.66,2682.64,2688.63,2697.61,0.04,23.96,tp3,45.66,1.906,True,True,10,9940.91,bullish,3
2024-11-08 13:45:00,2024-11-08 14:15:00,long,2691.86,2687.55,2698.32,2702.64,2709.1,0.06,25.86,sl,-29.28,-1.132,False,False,2,9911.63,bullish,3
2024-11-13 06:00:00,2024-11-13 10:00:00,long,2610.19,2603.57,2620.12,2626.74,2636.67,0.04,26.48,sl,-28.76,-1.086,False,False,16,9882.87,bullish,2
2024-11-13 10:45:00,2024-11-13 16:45:00,long,2607.62,2603.89,2613.22,2616.94,2622.54,0.07,26.11,sl_after_tp2,59.42,2.276,True,True,24,9942.29,bullish,3
2024-11-21 14:15:00,2024-11-21 15:00:00,long,2667.05,2661.21,2675.81,2681.65,2690.41,0.04,23.36,sl,-25.64,-1.098,False,False,3,9916.65,bullish,2
2024-11-22 07:00:00,2024-11-25 01:30:00,long,2688.33,2680.29,2700.39,2708.43,2720.49,0.03,24.12,tp3,30.45,1.262,True,True,70,9947.1,bullish,3
2024-11-25 13:15:00,2024-11-25 16:00:00,long,2683.41,2676.23,2694.18,2701.36,2712.13,0.03,21.54,sl,-23.25,-1.079,False,False,11,9923.85,bullish,3
2024-11-26 11:30:00,2024-11-29 08:00:00,long,2625.82,2615.9,2640.7,2650.62,2665.5,0.03,29.76,tp3,37.97,1.276,True,True,252,9961.82,bullish,3
2024-12-02 11:15:00,2024-12-05 19:00:00,long,2635.45,2627.48,2647.4,2655.37,2667.33,0.03,23.91,sl_after_tp2,70.0,2.928,True,True,307,10031.82,bullish,3
2024-12-06 07:30:00,2024-12-06 16:00:00,long,2636.77,2626.16,2652.69,2663.3,2679.21,0.02,21.22,sl,-22.36,-1.054,False,False,34,10009.46,bullish,2
2024-12-09 13:15:00,2024-12-10 16:45:00,long,2656.31,2647.71,2669.21,2677.81,2690.71,0.03,25.8,tp3,32.69,1.267,True,True,106,10042.15,bullish,2
2024-12-12 06:00:00,2024-12-12 15:00:00,long,2710.24,2704.57,2718.74,2724.41,2732.92,0.04,22.68,sl_after_tp1,3.38,0.149,True,False,36,10045.53,bullish,2
2024-12-20 11:15:00,2024-12-20 17:45:00,long,2604.34,2598.15,2613.62,2619.82,2629.1,0.04,24.76,tp3,47.24,1.908,True,True,26,10092.77,bullish,2
