timestamp,balance
2024-02-02 07:15:00,9719.45
2024-02-15 11:45:00,9768.68
2024-02-19 11:15:00,9743.56
2024-02-20 15:30:00,9719.16
2024-02-22 10:00:00,9691.86
2024-02-22 14:00:00,9662.74
2024-02-26 06:00:00,9636.24
2024-02-29 15:45:00,9696.57
2024-03-05 10:15:00,9750.34
2024-03-06 16:45:00,9726.4
2024-03-08 15:45:00,9708.54
2024-03-21 06:00:00,9681.1
2024-03-25 06:00:00,9656.62
2024-03-28 10:00:00,9704.11
2024-03-28 14:30:00,9745.45
2024-04-01 06:45:00,9722.05
2024-04-01 13:45:00,9694.09
2024-04-02 11:15:00,9667.29
2024-04-03 06:15:00,9642.57
2024-04-03 10:15:00,9681.12
2024-04-08 06:15:00,9660.83
2024-04-08 15:30:00,9706.53
2024-04-09 13:00:00,9683.85
2024-04-12 06:30:00,9720.48
2024-04-16 07:30:00,9697.56
2024-05-02 14:00:00,9671.52
2024-05-06 06:00:00,9713.26
2024-05-10 06:45:00,9760.33
2024-05-10 10:45:00,9764.99
2024-05-13 15:30:00,9738.59
2024-05-16 08:30:00,9711.29
2024-05-17 09:00:00,9759.82
2024-05-20 14:30:00,9735.67
2024-05-21 10:45:00,9709.03
2024-05-21 15:00:00,9679.3
2024-06-03 16:00:00,9696.7
2024-06-06 11:15:00,9673.42
2024-06-07 07:30:00,9648.38
2024-06-11 11:15:00,9620.78
2024-06-13 16:00:00,9592.5
2024-06-14 08:30:00,9645.35
2024-06-14 13:30:00,9617.67
2024-06-21 10:45:00,9594.45
2024-06-27 14:30:00,9655.06
2024-07-03 11:00:00,9711.98
2024-07-08 13:15:00,9714.95
2024-07-10 07:00:00,9767.26
2024-07-11 15:45:00,9805.97
2024-07-26 15:45:00,9864.32
2024-07-29 09:30:00,9835.12
2024-08-01 06:00:00,9807.07
2024-08-01 14:30:00,9861.41
2024-08-02 09:00:00,9837.47
2024-08-02 14:45:00,9889.94
2024-08-05 06:00:00,9863.28
2024-08-06 06:00:00,9837.02
2024-08-06 15:15:00,9807.58
2024-08-13 16:45:00,9784.09
2024-08-14 09:45:00,9781.25
2024-08-15 14:30:00,9784.51
2024-08-16 08:45:00,9755.71
2024-08-16 13:15:00,9799.93
2024-08-19 06:00:00,9771.58
2024-08-19 11:15:00,9744.76
2024-08-29 06:00:00,9767.8
2024-08-29 16:15:00,9783.16
2024-09-05 06:00:00,9834.44
2024-09-05 11:30:00,9806.66
2024-09-06 15:45:00,9782.24
2024-09-09 15:45:00,9752.35
2024-09-12 15:15:00,9810.11
2024-09-13 10:45:00,9784.99
2024-09-13 15:30:00,9799.85
2024-09-18 14:45:00,9775.33
2024-09-19 10:00:00,9826.71
2024-09-20 16:30:00,9882.47
2024-09-26 11:30:00,9931.54
2024-09-26 16:00:00,9904.03
2024-10-01 10:45:00,9965.86
2024-10-07 11:15:00,9941.26
2024-10-08 06:30:00,9911.66
2024-10-09 13:45:00,9886.58
2024-10-14 09:30:00,9858.02
2024-10-14 13:30:00,9828.02
2024-10-15 15:30:00,9801.82
2024-10-18 15:30:00,9772.96
2024-10-21 09:30:00,9801.61
2024-10-22 06:00:00,9860.13
2024-10-24 09:30:00,9832.05
2024-10-25 09:45:00,9803.85
2024-10-28 10:30:00,9776.75
2024-10-28 15:15:00,9813.94
2024-10-29 16:30:00,9818.44
2024-11-01 08:00:00,9790.3
2024-11-01 14:45:00,9764.02
2024-11-04 09:00:00,9738.62
2024-11-04 13:00:00,9735.78
2024-11-07 14:45:00,9790.42
2024-11-08 13:45:00,9761.14
2024-11-13 06:00:00,9732.38
2024-11-13 10:45:00,9765.7
2024-11-21 14:15:00,9740.06
2024-11-22 07:00:00,9782.57
2024-11-25 13:15:00,9759.32
2024-11-26 11:30:00,9797.86
2024-12-02 11:15:00,9839.97
2024-12-06 07:30:00,9817.61
2024-12-09 13:15:00,9863.2
2024-12-12 06:00:00,9866.58
2024-12-20 11:15:00,9923.1
2025-01-02 06:00:00,9973.57
2025-01-07 15:30:00,9946.72
2025-01-10 16:30:00,9924.32
2025-01-15 16:30:00,9979.31
2025-01-16 15:45:00,9956.11
2025-01-20 06:00:00,9995.32
2025-01-21 16:45:00,10033.32
2025-01-28 07:00:00,10007.32
2025-01-28 11:00:00,10062.42
2025-01-31 13:30:00,10086.81
2025-02-03 07:30:00,10142.09
2025-02-03 11:30:00,10182.47
2025-02-04 06:00:00,10152.02
2025-02-04 11:45:00,10206.88
2025-02-05 15:30:00,10258.54
2025-02-10 08:45:00,10298.41
2025-02-11 07:45:00,10275.55
2025-02-13 06:00:00,10251.99
2025-02-20 07:00:00,10282.53
2025-02-20 16:45:00,10296.73
2025-02-21 07:45:00,10267.53
2025-02-21 14:30:00,10236.58
2025-02-24 06:00:00,10233.73
2025-02-24 13:00:00,10261.82
2025-02-26 11:15:00,10231.04
2025-03-04 10:30:00,10208.06
2025-03-05 16:45:00,10222.71
2025-03-06 13:00:00,10289.67
2025-03-14 06:00:00,10264.15
2025-03-14 10:15:00,10278.67
2025-03-17 11:15:00,10275.82
2025-03-19 14:45:00,10247.86
2025-03-20 06:30:00,10223.32
2025-03-25 11:45:00,10267.1
2025-03-28 06:00:00,10297.57
2025-03-28 13:00:00,10271.14
2025-03-31 07:30:00,10334.32
2025-04-08 09:30:00,10310.6
2025-04-11 07:45:00,10279.73
2025-04-11 11:45:00,10379.08
2025-04-21 08:15:00,10443.0
2025-04-21 16:00:00,10508.39
2025-04-22 06:30:00,10487.58
2025-04-22 10:45:00,10458.7
2025-04-22 15:15:00,10427.36
2025-05-02 14:30:00,10402.7
2025-05-06 10:30:00,10457.42
2025-05-07 06:00:00,10425.73
2025-05-08 10:15:00,10433.03
2025-05-15 11:15:00,10491.04
2025-05-16 06:00:00,10555.39
2025-05-19 06:30:00,10627.02
2025-05-23 16:15:00,10608.12
2025-05-29 11:30:00,10654.81
2025-05-29 16:00:00,10672.25
2025-06-06 06:00:00,10686.26
2025-06-09 14:30:00,10656.34
2025-06-12 08:30:00,10625.44
2025-06-12 13:30:00,10605.55
2025-06-25 06:45:00,10572.7
2025-06-30 11:30:00,10541.83
2025-07-01 06:00:00,10598.88
2025-07-03 16:45:00,10574.65
2025-07-14 09:45:00,10546.21
2025-07-14 16:30:00,10520.33
2025-07-15 11:00:00,10490.3
2025-07-17 10:00:00,10463.66
2025-07-18 11:45:00,10505.35
2025-07-23 14:30:00,10476.67
2025-07-31 09:30:00,10445.14
2025-08-01 13:00:00,10503.2
2025-08-04 06:45:00,10552.38
2025-08-21 16:45:00,10523.46
2025-08-25 06:00:00,10493.04
2025-08-25 13:00:00,10465.92
2025-08-26 06:00:00,10539.39
2025-09-01 06:00:00,10581.13
2025-09-02 06:00:00,10556.5
2025-09-02 10:00:00,10526.2
2025-09-02 15:00:00,10499.65
2025-09-03 14:00:00,10545.31
2025-09-04 09:30:00,10584.31
2025-09-10 13:30:00,10552.63
2025-09-16 11:15:00,10521.7
2025-09-17 16:45:00,10566.63
2025-09-18 10:45:00,10540.09
2025-09-24 06:45:00,10555.03
2025-09-25 06:00:00,10604.31
2025-09-26 10:45:00,10673.85
2025-09-29 06:00:00,10762.32
2025-10-01 11:15:00,10729.42
2025-10-01 15:30:00,10697.89
2025-10-02 06:00:00,10751.07
2025-10-06 07:45:00,10722.15
2025-10-06 13:00:00,10768.21
2025-10-08 06:00:00,10819.63
2025-10-09 07:15:00,10797.58
2025-10-10 09:00:00,10899.93
2025-10-13 08:45:00,10946.13
2025-10-14 10:30:00,10999.15
2025-10-21 09:45:00,10975.03
2025-10-23 06:15:00,10952.92
2025-10-29 06:15:00,11003.57
2025-10-29 11:00:00,10956.79
2025-10-30 07:15:00,11001.6
2025-10-30 11:15:00,10968.4
2025-11-10 06:15:00,11027.0
2025-11-10 11:00:00,11112.91
2025-11-13 06:00:00,11081.84
2025-11-17 14:30:00,11060.22
2025-11-18 15:45:00,11039.35
2025-12-01 06:45:00,11006.2
2025-12-03 06:00:00,10973.17
2025-12-11 11:45:00,10942.92
2025-12-11 15:45:00,10993.22
2025-12-12 06:00:00,11056.6
2025-12-12 10:45:00,11121.34
2025-12-15 06:00:00,11147.59
2025-12-22 09:00:00,11212.29
2025-12-23 10:15:00,11185.25
2025-12-30 15:00:00,11166.03
2025-12-31 15:30:00,11141.61
2026-01-09 06:00:00,11186.23
2026-01-12 06:00:00,11254.25
2026-01-19 07:15:00,11222.05
2026-01-19 14:30:00,11192.17
2026-01-21 06:00:00,11160.34
2026-01-22 08:00:00,11242.25
2026-01-23 06:45:00,11214.08
2026-01-23 14:15:00,11287.31
2026-01-27 07:00:00,11357.89
2026-01-28 07:15:00,11407.39
2026-01-29 08:30:00,11381.23
