timestamp,balance
2023-02-10 08:00:00,10000.0
2023-03-01 06:00:00,10052.41
2023-03-09 15:45:00,10092.35
2023-03-10 16:45:00,10138.01
2023-03-13 15:45:00,10151.83
2023-03-16 15:30:00,10122.67
2023-03-17 08:45:00,10092.49
2023-03-17 13:15:00,10147.58
2023-03-20 09:45:00,10121.6
2023-03-24 13:00:00,10125.8
2023-04-04 11:00:00,10097.06
2023-04-04 16:45:00,10161.28
2023-04-12 15:45:00,10127.26
2023-04-13 07:00:00,10180.54
2023-04-13 16:00:00,10149.5
2023-04-14 06:30:00,10119.15
2023-04-25 16:30:00,10173.18
2023-04-27 06:00:00,10147.23
2023-05-01 15:45:00,10118.1
2023-05-04 06:00:00,10091.14
2023-05-08 06:15:00,10147.12
2023-05-22 06:00:00,10125.54
2023-05-26 13:00:00,10098.99
2023-05-31 16:45:00,10071.66
2023-06-01 14:45:00,10043.14
2023-06-02 11:30:00,10012.42
2023-06-08 16:45:00,9983.26
2023-06-14 15:45:00,9958.86
2023-06-23 15:15:00,9987.93
2023-06-29 14:15:00,9958.29
2023-07-03 15:45:00,9972.06
2023-07-07 06:30:00,10027.53
2023-07-10 09:30:00,9997.65
2023-07-10 16:15:00,10058.15
2023-07-12 16:30:00,10101.91
2023-07-26 09:15:00,10072.01
2023-07-27 06:45:00,10042.33
2023-07-27 10:45:00,10013.77
2023-07-27 15:00:00,9986.65
2023-07-28 07:15:00,9958.23
2023-07-28 15:30:00,9983.13
2023-08-17 15:30:00,9955.53
2023-08-30 15:30:00,9929.73
2023-09-01 16:30:00,9901.87
2023-09-04 08:15:00,9872.35
2023-09-08 06:00:00,9844.75
2023-09-11 10:15:00,9815.89
2023-09-15 06:00:00,9867.28
2023-09-18 06:00:00,9840.26
2023-09-22 06:00:00,9809.46
2023-09-29 15:45:00,9811.34
2023-10-06 16:45:00,9869.86
2023-10-09 07:00:00,9842.56
2023-10-10 06:00:00,9815.38
2023-10-13 13:30:00,9869.24
2023-10-16 06:00:00,9840.12
2023-10-16 13:00:00,9895.33
2023-10-20 06:00:00,9930.7
2023-10-23 06:00:00,9906.28
2023-10-30 15:15:00,9876.39
2023-11-02 11:15:00,9847.27
2023-11-10 06:00:00,9817.19
2023-11-14 16:15:00,9857.21
2023-11-17 11:15:00,9829.49
2023-11-17 15:15:00,9800.45
2023-11-21 06:00:00,9773.73
2023-11-21 11:30:00,9823.23
2023-11-21 16:45:00,9798.79
2023-11-22 10:00:00,9770.44
2023-11-22 15:45:00,9741.24
2023-11-28 15:45:00,9801.2
2023-11-29 06:45:00,9773.35
2023-11-29 13:45:00,9802.83
2023-12-04 06:00:00,9780.59
2023-12-04 10:45:00,9752.66
2023-12-12 06:00:00,9784.67
2023-12-14 06:00:00,9813.88
2023-12-22 13:30:00,9817.38
2024-01-02 06:00:00,9789.66
2024-01-09 06:00:00,9759.18
2024-01-09 10:00:00,9761.58
2024-01-12 13:00:00,9810.11
2024-01-15 06:00:00,9783.86
2024-01-26 06:00:00,9755.12
2024-01-30 16:30:00,9729.56
2024-01-31 09:30:00,9775.97
2024-01-31 16:45:00,9746.96
