timestamp,balance
2024-08-01 01:00:00,10000.0
2024-08-13 16:45:00,9976.51
2024-08-14 09:45:00,9973.67
2024-08-15 14:30:00,9970.82
2024-08-16 08:45:00,9942.02
2024-08-16 13:15:00,9973.71
2024-08-19 06:00:00,9945.36
2024-08-19 11:15:00,9918.54
2024-08-29 06:00:00,9963.06
2024-08-29 16:15:00,9978.42
2024-09-05 06:00:00,10023.63
2024-09-05 11:30:00,9995.85
2024-09-06 15:45:00,9971.43
2024-09-09 15:45:00,9941.54
2024-09-12 15:15:00,9989.82
2024-09-13 10:45:00,9964.7
2024-09-13 15:30:00,9979.56
2024-09-18 14:45:00,9955.04
2024-09-19 10:00:00,9991.95
2024-09-20 16:30:00,10038.55
2024-09-26 11:30:00,10081.78
2024-09-26 16:00:00,10050.34
2024-10-01 10:45:00,10102.04
2024-10-07 11:15:00,10071.29
2024-10-08 06:30:00,10041.69
2024-10-09 13:45:00,10016.61
2024-10-14 09:30:00,9988.05
2024-10-14 13:30:00,9958.05
2024-10-15 15:30:00,9931.85
2024-10-18 15:30:00,9902.99
2024-10-21 09:30:00,9953.57
2024-10-22 06:00:00,10002.49
2024-10-24 09:30:00,9974.41
2024-10-25 09:45:00,9946.21
2024-10-28 10:30:00,9919.11
2024-10-28 15:15:00,9973.41
2024-10-29 16:30:00,9977.91
2024-11-01 08:00:00,9949.77
2024-11-01 14:45:00,9923.49
2024-11-04 09:00:00,9898.09
2024-11-04 13:00:00,9895.25
2024-11-07 14:45:00,9940.91
2024-11-08 13:45:00,9911.63
2024-11-13 06:00:00,9882.87
2024-11-13 10:45:00,9942.29
2024-11-21 14:15:00,9916.65
2024-11-22 07:00:00,9947.1
2024-11-25 13:15:00,9923.85
2024-11-26 11:30:00,9961.82
2024-12-02 11:15:00,10031.82
2024-12-06 07:30:00,10009.46
2024-12-09 13:15:00,10042.15
2024-12-12 06:00:00,10045.53
2024-12-20 11:15:00,10092.77
