timestamp,balance
2025-01-02 01:00:00,10000.0
2025-01-10 16:30:00,9977.6
2025-01-15 16:30:00,10022.32
2025-01-16 15:45:00,9999.12
2025-01-20 06:00:00,10041.13
2025-01-21 09:30:00,10013.37
2025-01-21 13:30:00,10060.38
2025-01-22 07:30:00,10030.7
2025-01-22 11:30:00,10002.82
2025-01-28 07:00:00,9976.82
2025-01-28 11:00:00,10022.31
2025-01-31 13:30:00,10067.18
2025-02-03 07:30:00,10114.83
2025-02-03 11:30:00,10158.47
2025-02-04 06:00:00,10128.02
2025-02-04 11:45:00,10183.25
2025-02-05 06:15:00,10228.12
2025-02-05 11:45:00,10204.24
2025-02-10 08:45:00,10248.64
2025-02-11 07:45:00,10225.78
2025-02-13 06:00:00,10202.22
2025-02-20 07:00:00,10245.83
2025-02-20 11:00:00,10215.08
2025-02-20 15:00:00,10183.93
2025-02-21 07:45:00,10154.73
2025-02-21 14:30:00,10123.78
2025-02-24 06:00:00,10142.43
2025-02-24 11:00:00,10116.95
2025-02-24 15:00:00,10088.11
2025-02-26 11:15:00,10057.33
2025-03-04 10:30:00,10034.35
2025-03-05 16:45:00,10051.79
2025-03-06 13:00:00,10094.7
2025-03-07 16:30:00,10112.86
2025-03-14 06:00:00,10087.34
2025-03-14 10:15:00,10104.64
2025-03-17 11:15:00,10122.09
2025-03-19 14:45:00,10094.13
2025-03-20 06:30:00,10069.59
2025-03-25 11:45:00,10113.53
2025-03-27 16:15:00,10159.45
2025-03-28 08:00:00,10132.12
2025-03-28 13:00:00,10105.69
2025-03-31 07:30:00,10129.17
2025-04-02 06:00:00,10104.25
2025-04-02 10:45:00,10077.97
2025-04-08 09:30:00,10054.25
2025-04-11 07:45:00,10023.38
2025-04-11 11:45:00,10072.41
2025-04-21 08:15:00,10092.03
2025-04-21 13:00:00,10146.6
2025-04-22 06:00:00,10118.39
2025-04-22 13:45:00,10089.39
2025-05-02 14:30:00,10064.73
2025-05-06 10:30:00,10103.55
2025-05-07 06:00:00,10071.86
2025-05-08 10:15:00,10084.2
2025-05-15 11:15:00,10141.12
2025-05-15 16:15:00,10161.48
2025-05-16 06:00:00,10210.09
2025-05-19 06:30:00,10223.31
2025-05-23 16:15:00,10204.41
2025-05-29 11:30:00,10255.1
2025-05-29 15:30:00,10229.64
2025-06-06 06:00:00,10246.36
2025-06-09 14:30:00,10216.44
2025-06-12 08:30:00,10185.54
2025-06-12 13:30:00,10222.5
2025-06-13 06:45:00,10192.0
2025-06-13 11:15:00,10168.9
2025-06-13 16:00:00,10141.6
2025-06-25 06:45:00,10119.7
2025-06-30 11:30:00,10088.83
2025-07-01 06:00:00,10134.84
2025-07-01 10:00:00,10180.76
2025-07-03 16:45:00,10156.53
2025-07-14 09:45:00,10128.09
2025-07-14 16:30:00,10102.21
2025-07-15 11:00:00,10072.18
2025-07-17 10:00:00,10045.54
2025-07-18 11:45:00,10086.87
2025-07-23 14:30:00,10058.19
2025-07-31 09:30:00,10026.66
2025-08-01 13:00:00,10082.82
2025-08-04 06:45:00,10101.05
2025-08-07 15:30:00,10122.37
2025-08-08 06:45:00,10094.41
2025-08-08 15:30:00,10073.05
2025-08-21 16:45:00,10044.13
2025-08-25 06:00:00,10013.71
2025-08-25 13:00:00,9986.59
2025-08-26 06:00:00,10023.35
2025-09-01 06:00:00,10040.16
2025-09-01 11:00:00,10014.54
2025-09-01 16:15:00,10074.71
2025-09-02 06:00:00,10050.08
2025-09-02 10:00:00,10019.78
2025-09-02 15:00:00,9993.23
2025-09-03 14:00:00,10042.26
2025-09-04 09:30:00,10094.78
2025-09-08 10:30:00,10135.02
2025-09-10 13:30:00,10108.62
2025-09-16 11:15:00,10077.69
2025-09-17 16:45:00,10129.66
2025-09-18 10:45:00,10103.12
2025-09-24 06:45:00,10120.9
2025-09-24 14:15:00,10094.71
2025-09-25 06:00:00,10147.63
2025-09-25 11:15:00,10120.21
2025-09-26 10:45:00,10167.53
2025-09-29 06:00:00,10210.99
2025-09-30 10:00:00,10184.95
2025-09-30 14:00:00,10249.07
2025-10-01 07:00:00,10295.65
2025-10-01 11:30:00,10262.75
2025-10-01 15:30:00,10231.22
2025-10-02 06:00:00,10289.84
2025-10-06 07:45:00,10260.92
2025-10-06 13:00:00,10306.59
2025-10-07 11:30:00,10354.25
2025-10-08 06:00:00,10409.13
2025-10-08 10:15:00,10430.52
2025-10-09 07:15:00,10408.47
2025-10-10 09:00:00,10460.34
2025-10-13 07:30:00,10503.8
2025-10-14 10:30:00,10571.31
2025-10-16 09:15:00,10618.66
2025-10-21 09:45:00,10594.54
2025-10-23 06:15:00,10610.38
2025-10-23 10:45:00,10657.9
2025-10-29 06:15:00,10711.01
2025-10-29 11:00:00,10664.23
2025-10-30 07:15:00,10715.94
2025-10-30 11:15:00,10682.74
2025-11-10 06:15:00,10731.61
2025-11-10 11:00:00,10773.77
2025-11-11 06:00:00,10740.81
2025-11-11 11:45:00,10712.13
2025-11-13 06:00:00,10681.06
2025-11-17 14:30:00,10659.44
2025-11-18 15:45:00,10638.57
2025-12-01 06:45:00,10605.42
2025-12-03 06:00:00,10572.39
2025-12-11 11:45:00,10542.14
2025-12-11 15:45:00,10592.84
2025-12-12 06:00:00,10646.67
2025-12-12 10:15:00,10701.12
2025-12-12 14:15:00,10682.03
2025-12-15 06:00:00,10728.14
2025-12-15 10:00:00,10699.7
2025-12-22 09:00:00,10719.58
2025-12-22 15:30:00,10778.63
2025-12-23 10:15:00,10751.59
2025-12-30 15:00:00,10732.37
2025-12-31 15:30:00,10707.95
2026-01-09 06:00:00,10724.47
2026-01-12 06:00:00,10791.07
2026-01-12 16:00:00,10768.05
2026-01-13 06:00:00,10744.73
2026-01-13 10:15:00,10791.61
2026-01-19 07:15:00,10759.41
2026-01-19 14:30:00,10729.53
2026-01-21 06:00:00,10697.7
2026-01-22 08:00:00,10738.09
2026-01-23 06:45:00,10709.92
2026-01-23 14:15:00,10746.76
2026-01-27 07:00:00,10840.33
2026-01-28 07:15:00,10865.05
2026-01-29 08:30:00,10838.89
